Date,Start (ET),Visitor Team,Visitor PTS,Home Team,Home PTS,Box Score URL,Attendance,LOG,Arena,Game ID,Cuota_L,Cuota_V
"Thu, Nov 4, 2021",10:30p,Oklahoma City Thunder,107,Los Angeles Lakers,104,https://www.basketball-reference.com/boxscores/202111040LAL.html,"18,997",2:15,Crypto.com Arena,Thu_Nov_4_2021_Los_Angeles_Lakers,,
"Fri, Nov 5, 2021",7:00p,Brooklyn Nets,96,Detroit Pistons,90,https://www.basketball-reference.com/boxscores/202111050DET.html,"14,235",2:18,Little Caesars Arena,Fri_Nov_5_2021_Detroit_Pistons,,
"Fri, Nov 5, 2021",7:00p,San Antonio Spurs,102,Orlando Magic,89,https://www.basketball-reference.com/boxscores/202111050ORL.html,"14,101",2:01,Amway Center,Fri_Nov_5_2021_Orlando_Magic,,
"Fri, Nov 5, 2021",7:00p,Memphis Grizzlies,87,Washington Wizards,115,https://www.basketball-reference.com/boxscores/202111050WAS.html,"16,302",2:06,Capital One Arena,Fri_Nov_5_2021_Washington_Wizards,,
"Fri, Nov 5, 2021",7:30p,New York Knicks,113,Milwaukee Bucks,98,https://www.basketball-reference.com/boxscores/202111050MIL.html,"17,341",2:14,Fiserv Forum,Fri_Nov_5_2021_Milwaukee_Bucks,,
"Fri, Nov 5, 2021",7:30p,Cleveland Cavaliers,102,Toronto Raptors,101,https://www.basketball-reference.com/boxscores/202111050TOR.html,"19,800",2:10,Scotiabank Arena,Fri_Nov_5_2021_Toronto_Raptors,,
"Fri, Nov 5, 2021",8:00p,Los Angeles Clippers,104,Minnesota Timberwolves,84,https://www.basketball-reference.com/boxscores/202111050MIN.html,"17,136",2:15,Target Center,Fri_Nov_5_2021_Minnesota_Timberwolves,,
"Fri, Nov 5, 2021",10:00p,New Orleans Pelicans,85,Golden State Warriors,126,https://www.basketball-reference.com/boxscores/202111050GSW.html,"18,064",2:18,Chase Center,Fri_Nov_5_2021_Golden_State_Warriors,,
"Fri, Nov 5, 2021",10:00p,Indiana Pacers,106,Portland Trail Blazers,110,https://www.basketball-reference.com/boxscores/202111050POR.html,"16,841",2:04,Moda Center,Fri_Nov_5_2021_Portland_Trail_Blazers,,
"Fri, Nov 5, 2021",10:00p,Charlotte Hornets,110,Sacramento Kings,140,https://www.basketball-reference.com/boxscores/202111050SAC.html,"14,905",2:07,Golden 1 Center,Fri_Nov_5_2021_Sacramento_Kings,,
"Sat, Nov 6, 2021",5:00p,Houston Rockets,94,Denver Nuggets,95,https://www.basketball-reference.com/boxscores/202111060DEN.html,"16,046",2:09,Ball Arena,Sat_Nov_6_2021_Denver_Nuggets,,
"Sat, Nov 6, 2021",7:30p,Utah Jazz,115,Miami Heat,118,https://www.basketball-reference.com/boxscores/202111060MIA.html,"19,600",2:16,FTX Arena,Sat_Nov_6_2021_Miami_Heat,,
"Sat, Nov 6, 2021",8:00p,Philadelphia 76ers,114,Chicago Bulls,105,https://www.basketball-reference.com/boxscores/202111060CHI.html,"20,936",2:16,United Center,Sat_Nov_6_2021_Chicago_Bulls,,
"Sat, Nov 6, 2021",8:30p,Boston Celtics,104,Dallas Mavericks,107,https://www.basketball-reference.com/boxscores/202111060DAL.html,"20,052",2:07,American Airlines Center,Sat_Nov_6_2021_Dallas_Mavericks,,
"Sat, Nov 6, 2021",10:00p,Atlanta Hawks,117,Phoenix Suns,121,https://www.basketball-reference.com/boxscores/202111060PHO.html,"15,412",2:11,Phoenix Suns Arena,Sat_Nov_6_2021_Phoenix_Suns,,
"Sat, Nov 6, 2021",10:30p,Los Angeles Lakers,90,Portland Trail Blazers,105,https://www.basketball-reference.com/boxscores/202111060POR.html,"19,393",2:06,Moda Center,Sat_Nov_6_2021_Portland_Trail_Blazers,,
"Sun, Nov 7, 2021",3:30p,Brooklyn Nets,116,Toronto Raptors,103,https://www.basketball-reference.com/boxscores/202111070TOR.html,"19,800",2:01,Scotiabank Arena,Sun_Nov_7_2021_Toronto_Raptors,,
"Sun, Nov 7, 2021",6:00p,Cleveland Cavaliers,126,New York Knicks,109,https://www.basketball-reference.com/boxscores/202111070NYK.html,"19,040",2:05,Madison Square Garden (IV),Sun_Nov_7_2021_New_York_Knicks,,
"Sun, Nov 7, 2021",6:00p,Utah Jazz,100,Orlando Magic,107,https://www.basketball-reference.com/boxscores/202111070ORL.html,"13,386",2:10,Amway Center,Sun_Nov_7_2021_Orlando_Magic,,
"Sun, Nov 7, 2021",6:00p,Indiana Pacers,94,Sacramento Kings,91,https://www.basketball-reference.com/boxscores/202111070SAC.html,"12,993",2:15,Golden 1 Center,Sun_Nov_7_2021_Sacramento_Kings,,
"Sun, Nov 7, 2021",6:00p,Milwaukee Bucks,94,Washington Wizards,101,https://www.basketball-reference.com/boxscores/202111070WAS.html,"15,570",2:12,Capital One Arena,Sun_Nov_7_2021_Washington_Wizards,,
"Sun, Nov 7, 2021",7:00p,San Antonio Spurs,94,Oklahoma City Thunder,99,https://www.basketball-reference.com/boxscores/202111070OKC.html,"12,972",2:02,Paycom Center,Sun_Nov_7_2021_Oklahoma_City_Thunder,,
"Sun, Nov 7, 2021",8:30p,Houston Rockets,107,Golden State Warriors,120,https://www.basketball-reference.com/boxscores/202111070GSW.html,"18,064",2:11,Chase Center,Sun_Nov_7_2021_Golden_State_Warriors,,
"Sun, Nov 7, 2021",9:00p,Charlotte Hornets,106,Los Angeles Clippers,120,https://www.basketball-reference.com/boxscores/202111070LAC.html,"15,781",2:25,Crypto.com Arena,Sun_Nov_7_2021_Los_Angeles_Clippers,,
"Mon, Nov 8, 2021",7:00p,New York Knicks,103,Philadelphia 76ers,96,https://www.basketball-reference.com/boxscores/202111080PHI.html,"20,224",2:04,Wells Fargo Center,Mon_Nov_8_2021_Philadelphia_76ers,,
"Mon, Nov 8, 2021",8:00p,Brooklyn Nets,95,Chicago Bulls,118,https://www.basketball-reference.com/boxscores/202111080CHI.html,"19,459",2:08,United Center,Mon_Nov_8_2021_Chicago_Bulls,,
"Mon, Nov 8, 2021",8:00p,Minnesota Timberwolves,118,Memphis Grizzlies,125,https://www.basketball-reference.com/boxscores/202111080MEM.html,"12,416",2:36,FedEx Forum,Mon_Nov_8_2021_Memphis_Grizzlies,,
"Mon, Nov 8, 2021",8:30p,New Orleans Pelicans,92,Dallas Mavericks,108,https://www.basketball-reference.com/boxscores/202111080DAL.html,"19,231",2:05,American Airlines Center,Mon_Nov_8_2021_Dallas_Mavericks,,
"Mon, Nov 8, 2021",9:00p,Miami Heat,96,Denver Nuggets,113,https://www.basketball-reference.com/boxscores/202111080DEN.html,"15,577",2:26,Ball Arena,Mon_Nov_8_2021_Denver_Nuggets,,
"Mon, Nov 8, 2021",10:00p,Atlanta Hawks,113,Golden State Warriors,127,https://www.basketball-reference.com/boxscores/202111080GSW.html,"18,064",2:17,Chase Center,Mon_Nov_8_2021_Golden_State_Warriors,,
"Mon, Nov 8, 2021",10:00p,Phoenix Suns,109,Sacramento Kings,104,https://www.basketball-reference.com/boxscores/202111080SAC.html,"13,566",2:14,Golden 1 Center,Mon_Nov_8_2021_Sacramento_Kings,,
"Mon, Nov 8, 2021",10:30p,Charlotte Hornets,123,Los Angeles Lakers,126,https://www.basketball-reference.com/boxscores/202111080LAL.html,"18,997",2:44,Crypto.com Arena,Mon_Nov_8_2021_Los_Angeles_Lakers,,
"Tue, Nov 9, 2021",7:30p,Milwaukee Bucks,118,Philadelphia 76ers,109,https://www.basketball-reference.com/boxscores/202111090PHI.html,"20,029",2:14,Wells Fargo Center,Tue_Nov_9_2021_Philadelphia_76ers,,
"Tue, Nov 9, 2021",9:00p,Atlanta Hawks,98,Utah Jazz,110,https://www.basketball-reference.com/boxscores/202111090UTA.html,"18,306",2:06,Vivint Smart Home Arena,Tue_Nov_9_2021_Utah_Jazz,,
"Tue, Nov 9, 2021",10:00p,Portland Trail Blazers,109,Los Angeles Clippers,117,https://www.basketball-reference.com/boxscores/202111090LAC.html,"14,131",2:08,Crypto.com Arena,Tue_Nov_9_2021_Los_Angeles_Clippers,,
"Wed, Nov 10, 2021",7:00p,Washington Wizards,97,Cleveland Cavaliers,94,https://www.basketball-reference.com/boxscores/202111100CLE.html,"18,056",2:19,Rocket Mortgage Fieldhouse,Wed_Nov_10_2021_Cleveland_Cavaliers,,
"Wed, Nov 10, 2021",7:00p,Brooklyn Nets,123,Orlando Magic,90,https://www.basketball-reference.com/boxscores/202111100ORL.html,"13,882",2:06,Amway Center,Wed_Nov_10_2021_Orlando_Magic,,
"Wed, Nov 10, 2021",7:30p,Toronto Raptors,88,Boston Celtics,104,https://www.basketball-reference.com/boxscores/202111100BOS.html,"19,156",2:12,TD Garden,Wed_Nov_10_2021_Boston_Celtics,,
"Wed, Nov 10, 2021",7:30p,Detroit Pistons,112,Houston Rockets,104,https://www.basketball-reference.com/boxscores/202111100HOU.html,"15,350",2:27,Toyota Center,Wed_Nov_10_2021_Houston_Rockets,,
"Wed, Nov 10, 2021",7:30p,Milwaukee Bucks,112,New York Knicks,100,https://www.basketball-reference.com/boxscores/202111100NYK.html,"18,027",2:07,Madison Square Garden (IV),Wed_Nov_10_2021_New_York_Knicks,,
"Wed, Nov 10, 2021",8:00p,Dallas Mavericks,107,Chicago Bulls,117,https://www.basketball-reference.com/boxscores/202111100CHI.html,"20,910",2:08,United Center,Wed_Nov_10_2021_Chicago_Bulls,,
"Wed, Nov 10, 2021",8:00p,Charlotte Hornets,118,Memphis Grizzlies,108,https://www.basketball-reference.com/boxscores/202111100MEM.html,"13,880",2:09,FedEx Forum,Wed_Nov_10_2021_Memphis_Grizzlies,,
"Wed, Nov 10, 2021",8:00p,Oklahoma City Thunder,108,New Orleans Pelicans,100,https://www.basketball-reference.com/boxscores/202111100NOP.html,"15,355",2:24,Smoothie King Center,Wed_Nov_10_2021_New_Orleans_Pelicans,,
"Wed, Nov 10, 2021",8:30p,Sacramento Kings,117,San Antonio Spurs,136,https://www.basketball-reference.com/boxscores/202111100SAS.html,"15,065",2:09,AT&T Center,Wed_Nov_10_2021_San_Antonio_Spurs,,
"Wed, Nov 10, 2021",9:00p,Indiana Pacers,98,Denver Nuggets,101,https://www.basketball-reference.com/boxscores/202111100DEN.html,"15,232",2:14,Ball Arena,Wed_Nov_10_2021_Denver_Nuggets,,
"Wed, Nov 10, 2021",9:00p,Portland Trail Blazers,109,Phoenix Suns,119,https://www.basketball-reference.com/boxscores/202111100PHO.html,"15,672",2:08,Phoenix Suns Arena,Wed_Nov_10_2021_Phoenix_Suns,,
"Wed, Nov 10, 2021",10:00p,Minnesota Timberwolves,110,Golden State Warriors,123,https://www.basketball-reference.com/boxscores/202111100GSW.html,"18,064",2:25,Chase Center,Wed_Nov_10_2021_Golden_State_Warriors,,
"Wed, Nov 10, 2021",10:00p,Miami Heat,117,Los Angeles Lakers,120,https://www.basketball-reference.com/boxscores/202111100LAL.html,"18,997",2:45,Crypto.com Arena,Wed_Nov_10_2021_Los_Angeles_Lakers,,
"Thu, Nov 11, 2021",7:00p,Toronto Raptors,115,Philadelphia 76ers,109,https://www.basketball-reference.com/boxscores/202111110PHI.html,"20,112",2:12,Wells Fargo Center,Thu_Nov_11_2021_Philadelphia_76ers,,
"Thu, Nov 11, 2021",9:00p,Indiana Pacers,111,Utah Jazz,100,https://www.basketball-reference.com/boxscores/202111110UTA.html,"18,306",2:13,Vivint Smart Home Arena,Thu_Nov_11_2021_Utah_Jazz,,
"Thu, Nov 11, 2021",10:30p,Miami Heat,109,Los Angeles Clippers,112,https://www.basketball-reference.com/boxscores/202111110LAC.html,"16,150",2:12,Crypto.com Arena,Thu_Nov_11_2021_Los_Angeles_Clippers,,
"Fri, Nov 12, 2021",7:00p,New York Knicks,96,Charlotte Hornets,104,https://www.basketball-reference.com/boxscores/202111120CHO.html,"19,257",2:15,Spectrum Center,Fri_Nov_12_2021_Charlotte_Hornets,,
"Fri, Nov 12, 2021",7:30p,Milwaukee Bucks,113,Boston Celtics,122,https://www.basketball-reference.com/boxscores/202111120BOS.html,"19,156",2:21,TD Garden,Fri_Nov_12_2021_Boston_Celtics,,
"Fri, Nov 12, 2021",7:30p,Detroit Pistons,78,Cleveland Cavaliers,98,https://www.basketball-reference.com/boxscores/202111120CLE.html,"17,095",1:58,Rocket Mortgage Fieldhouse,Fri_Nov_12_2021_Cleveland_Cavaliers,,
"Fri, Nov 12, 2021",8:00p,Portland Trail Blazers,104,Houston Rockets,92,https://www.basketball-reference.com/boxscores/202111120HOU.html,"15,468",2:13,Toyota Center,Fri_Nov_12_2021_Houston_Rockets,,
"Fri, Nov 12, 2021",8:00p,Phoenix Suns,119,Memphis Grizzlies,94,https://www.basketball-reference.com/boxscores/202111120MEM.html,"15,886",2:03,FedEx Forum,Fri_Nov_12_2021_Memphis_Grizzlies,,
"Fri, Nov 12, 2021",8:00p,Brooklyn Nets,120,New Orleans Pelicans,112,https://www.basketball-reference.com/boxscores/202111120NOP.html,"14,650",2:13,Smoothie King Center,Fri_Nov_12_2021_New_Orleans_Pelicans,,
"Fri, Nov 12, 2021",8:00p,Sacramento Kings,103,Oklahoma City Thunder,105,https://www.basketball-reference.com/boxscores/202111120OKC.html,"12,881",2:08,Paycom Center,Fri_Nov_12_2021_Oklahoma_City_Thunder,,
"Fri, Nov 12, 2021",8:30p,Dallas Mavericks,123,San Antonio Spurs,109,https://www.basketball-reference.com/boxscores/202111120SAS.html,"13,425",2:04,AT&T Center,Fri_Nov_12_2021_San_Antonio_Spurs,,
"Fri, Nov 12, 2021",9:00p,Atlanta Hawks,96,Denver Nuggets,105,https://www.basketball-reference.com/boxscores/202111120DEN.html,"16,849",2:07,Ball Arena,Fri_Nov_12_2021_Denver_Nuggets,,
"Fri, Nov 12, 2021",10:00p,Chicago Bulls,93,Golden State Warriors,119,https://www.basketball-reference.com/boxscores/202111120GSW.html,"18,064",2:12,Chase Center,Fri_Nov_12_2021_Golden_State_Warriors,,
"Fri, Nov 12, 2021",10:30p,Minnesota Timberwolves,107,Los Angeles Lakers,83,https://www.basketball-reference.com/boxscores/202111120LAL.html,"18,997",2:15,Crypto.com Arena,Fri_Nov_12_2021_Los_Angeles_Lakers,,
"Sat, Nov 13, 2021",5:00p,Miami Heat,111,Utah Jazz,105,https://www.basketball-reference.com/boxscores/202111130UTA.html,"18,306",2:29,Vivint Smart Home Arena,Sat_Nov_13_2021_Utah_Jazz,,
"Sat, Nov 13, 2021",7:00p,Philadelphia 76ers,113,Indiana Pacers,118,https://www.basketball-reference.com/boxscores/202111130IND.html,"14,483",2:13,Gainbridge Fieldhouse,Sat_Nov_13_2021_Indiana_Pacers,,
"Sat, Nov 13, 2021",7:00p,Memphis Grizzlies,101,New Orleans Pelicans,112,https://www.basketball-reference.com/boxscores/202111130NOP.html,"14,358",2:13,Smoothie King Center,Sat_Nov_13_2021_New_Orleans_Pelicans,,
"Sat, Nov 13, 2021",7:00p,Washington Wizards,104,Orlando Magic,92,https://www.basketball-reference.com/boxscores/202111130ORL.html,"17,272",2:03,Amway Center,Sat_Nov_13_2021_Orlando_Magic,,
"Sat, Nov 13, 2021",7:30p,Detroit Pistons,127,Toronto Raptors,121,https://www.basketball-reference.com/boxscores/202111130TOR.html,"19,800",2:21,Scotiabank Arena,Sat_Nov_13_2021_Toronto_Raptors,,
"Sat, Nov 13, 2021",8:00p,Boston Celtics,89,Cleveland Cavaliers,91,https://www.basketball-reference.com/boxscores/202111130CLE.html,"19,432",2:09,Rocket Mortgage Fieldhouse,Sat_Nov_13_2021_Cleveland_Cavaliers,,
"Sat, Nov 13, 2021",10:30p,Minnesota Timberwolves,102,Los Angeles Clippers,129,https://www.basketball-reference.com/boxscores/202111130LAC.html,"15,285",1:56,Crypto.com Arena,Sat_Nov_13_2021_Los_Angeles_Clippers,,
"Sun, Nov 14, 2021",3:30p,San Antonio Spurs,106,Los Angeles Lakers,114,https://www.basketball-reference.com/boxscores/202111140LAL.html,"18,997",2:05,Crypto.com Arena,Sun_Nov_14_2021_Los_Angeles_Lakers,,
"Sun, Nov 14, 2021",6:00p,Milwaukee Bucks,100,Atlanta Hawks,120,https://www.basketball-reference.com/boxscores/202111140ATL.html,"16,901",2:04,State Farm Arena,Sun_Nov_14_2021_Atlanta_Hawks,,
"Sun, Nov 14, 2021",7:00p,Golden State Warriors,102,Charlotte Hornets,106,https://www.basketball-reference.com/boxscores/202111140CHO.html,"19,559",2:14,Spectrum Center,Sun_Nov_14_2021_Charlotte_Hornets,,
"Sun, Nov 14, 2021",7:00p,Phoenix Suns,115,Houston Rockets,89,https://www.basketball-reference.com/boxscores/202111140HOU.html,"16,088",2:10,Toyota Center,Sun_Nov_14_2021_Houston_Rockets,,
"Sun, Nov 14, 2021",7:00p,Brooklyn Nets,120,Oklahoma City Thunder,96,https://www.basketball-reference.com/boxscores/202111140OKC.html,"15,080",2:01,Paycom Center,Sun_Nov_14_2021_Oklahoma_City_Thunder,,
"Sun, Nov 14, 2021",8:00p,Portland Trail Blazers,95,Denver Nuggets,124,https://www.basketball-reference.com/boxscores/202111140DEN.html,"14,583",1:56,Ball Arena,Sun_Nov_14_2021_Denver_Nuggets,,
"Sun, Nov 14, 2021",9:30p,Chicago Bulls,100,Los Angeles Clippers,90,https://www.basketball-reference.com/boxscores/202111140LAC.html,"17,899",2:10,Crypto.com Arena,Sun_Nov_14_2021_Los_Angeles_Clippers,,
"Mon, Nov 15, 2021",7:00p,Boston Celtics,98,Cleveland Cavaliers,92,https://www.basketball-reference.com/boxscores/202111150CLE.html,"17,186",2:09,Rocket Mortgage Fieldhouse,Mon_Nov_15_2021_Cleveland_Cavaliers,,
"Mon, Nov 15, 2021",7:00p,Sacramento Kings,129,Detroit Pistons,107,https://www.basketball-reference.com/boxscores/202111150DET.html,"10,092",2:02,Little Caesars Arena,Mon_Nov_15_2021_Detroit_Pistons,,
"Mon, Nov 15, 2021",7:00p,New Orleans Pelicans,100,Washington Wizards,105,https://www.basketball-reference.com/boxscores/202111150WAS.html,"13,914",2:21,Capital One Arena,Mon_Nov_15_2021_Washington_Wizards,,
"Mon, Nov 15, 2021",7:30p,Orlando Magic,111,Atlanta Hawks,129,https://www.basketball-reference.com/boxscores/202111150ATL.html,"13,061",2:11,State Farm Arena,Mon_Nov_15_2021_Atlanta_Hawks,,
"Mon, Nov 15, 2021",7:30p,Indiana Pacers,84,New York Knicks,92,https://www.basketball-reference.com/boxscores/202111150NYK.html,"16,792",2:05,Madison Square Garden (IV),Mon_Nov_15_2021_New_York_Knicks,,
"Mon, Nov 15, 2021",8:00p,Denver Nuggets,101,Dallas Mavericks,111,https://www.basketball-reference.com/boxscores/202111150DAL.html,"19,797",2:08,American Airlines Center,Mon_Nov_15_2021_Dallas_Mavericks,,
"Mon, Nov 15, 2021",8:00p,Houston Rockets,102,Memphis Grizzlies,136,https://www.basketball-reference.com/boxscores/202111150MEM.html,"11,482",2:04,FedEx Forum,Mon_Nov_15_2021_Memphis_Grizzlies,,
"Mon, Nov 15, 2021",8:00p,Phoenix Suns,99,Minnesota Timberwolves,96,https://www.basketball-reference.com/boxscores/202111150MIN.html,"16,274",2:23,Target Center,Mon_Nov_15_2021_Minnesota_Timberwolves,,
"Mon, Nov 15, 2021",8:00p,Miami Heat,103,Oklahoma City Thunder,90,https://www.basketball-reference.com/boxscores/202111150OKC.html,"12,330",2:05,Paycom Center,Mon_Nov_15_2021_Oklahoma_City_Thunder,,
"Mon, Nov 15, 2021",10:00p,Toronto Raptors,113,Portland Trail Blazers,118,https://www.basketball-reference.com/boxscores/202111150POR.html,"16,142",2:07,Moda Center,Mon_Nov_15_2021_Portland_Trail_Blazers,,
"Mon, Nov 15, 2021",10:30p,Chicago Bulls,121,Los Angeles Lakers,103,https://www.basketball-reference.com/boxscores/202111150LAL.html,"18,997",2:17,Crypto.com Arena,Mon_Nov_15_2021_Los_Angeles_Lakers,,
"Tue, Nov 16, 2021",7:30p,Golden State Warriors,117,Brooklyn Nets,99,https://www.basketball-reference.com/boxscores/202111160BRK.html,"17,732",2:22,Barclays Center,Tue_Nov_16_2021_Brooklyn_Nets,,
"Tue, Nov 16, 2021",10:00p,Philadelphia 76ers,85,Utah Jazz,120,https://www.basketball-reference.com/boxscores/202111160UTA.html,"18,306",2:10,Vivint Smart Home Arena,Tue_Nov_16_2021_Utah_Jazz,,
"Tue, Nov 16, 2021",10:30p,San Antonio Spurs,92,Los Angeles Clippers,106,https://www.basketball-reference.com/boxscores/202111160LAC.html,"13,298",2:00,Crypto.com Arena,Tue_Nov_16_2021_Los_Angeles_Clippers,,
"Wed, Nov 17, 2021",7:00p,Washington Wizards,87,Charlotte Hornets,97,https://www.basketball-reference.com/boxscores/202111170CHO.html,"14,402",1:59,Spectrum Center,Wed_Nov_17_2021_Charlotte_Hornets,,
"Wed, Nov 17, 2021",7:00p,Indiana Pacers,89,Detroit Pistons,97,https://www.basketball-reference.com/boxscores/202111170DET.html,"11,457",2:16,Little Caesars Arena,Wed_Nov_17_2021_Detroit_Pistons,,
"Wed, Nov 17, 2021",7:30p,Boston Celtics,99,Atlanta Hawks,110,https://www.basketball-reference.com/boxscores/202111170ATL.html,"16,445",2:02,State Farm Arena,Wed_Nov_17_2021_Atlanta_Hawks,,
"Wed, Nov 17, 2021",7:30p,Cleveland Cavaliers,99,Brooklyn Nets,109,https://www.basketball-reference.com/boxscores/202111170BRK.html,"16,922",2:07,Barclays Center,Wed_Nov_17_2021_Brooklyn_Nets,,
"Wed, Nov 17, 2021",7:30p,New Orleans Pelicans,98,Miami Heat,113,https://www.basketball-reference.com/boxscores/202111170MIA.html,"19,600",2:14,FTX Arena,Wed_Nov_17_2021_Miami_Heat,,
"Wed, Nov 17, 2021",7:30p,Los Angeles Lakers,102,Milwaukee Bucks,109,https://www.basketball-reference.com/boxscores/202111170MIL.html,"17,341",2:12,Fiserv Forum,Wed_Nov_17_2021_Milwaukee_Bucks,,
"Wed, Nov 17, 2021",7:30p,Orlando Magic,104,New York Knicks,98,https://www.basketball-reference.com/boxscores/202111170NYK.html,"16,680",2:10,Madison Square Garden (IV),Wed_Nov_17_2021_New_York_Knicks,,
"Wed, Nov 17, 2021",8:00p,Sacramento Kings,97,Minnesota Timberwolves,107,https://www.basketball-reference.com/boxscores/202111170MIN.html,"13,108",2:17,Target Center,Wed_Nov_17_2021_Minnesota_Timberwolves,,
"Wed, Nov 17, 2021",8:00p,Houston Rockets,89,Oklahoma City Thunder,101,https://www.basketball-reference.com/boxscores/202111170OKC.html,"12,066",2:09,Paycom Center,Wed_Nov_17_2021_Oklahoma_City_Thunder,,
"Wed, Nov 17, 2021",10:00p,Dallas Mavericks,98,Phoenix Suns,105,https://www.basketball-reference.com/boxscores/202111170PHO.html,"14,838",2:05,Phoenix Suns Arena,Wed_Nov_17_2021_Phoenix_Suns,,
"Wed, Nov 17, 2021",10:00p,Chicago Bulls,107,Portland Trail Blazers,112,https://www.basketball-reference.com/boxscores/202111170POR.html,"17,492",2:15,Moda Center,Wed_Nov_17_2021_Portland_Trail_Blazers,,
"Thu, Nov 18, 2021",7:30p,Golden State Warriors,104,Cleveland Cavaliers,89,https://www.basketball-reference.com/boxscores/202111180CLE.html,"19,432",2:08,Rocket Mortgage Fieldhouse,Thu_Nov_18_2021_Cleveland_Cavaliers,,
"Thu, Nov 18, 2021",7:30p,Washington Wizards,97,Miami Heat,112,https://www.basketball-reference.com/boxscores/202111180MIA.html,"19,600",2:01,FTX Arena,Thu_Nov_18_2021_Miami_Heat,,
"Thu, Nov 18, 2021",8:00p,Los Angeles Clippers,108,Memphis Grizzlies,120,https://www.basketball-reference.com/boxscores/202111180MEM.html,"13,419",2:00,FedEx Forum,Thu_Nov_18_2021_Memphis_Grizzlies,,
"Thu, Nov 18, 2021",8:00p,San Antonio Spurs,90,Minnesota Timberwolves,115,https://www.basketball-reference.com/boxscores/202111180MIN.html,"13,572",2:02,Target Center,Thu_Nov_18_2021_Minnesota_Timberwolves,,
