Game ID,Date,Team_L,PTS_L,Racha_L,Team_V,PTS_V,Racha_V,Cuota_L,Cuota_V,Victoria_Local,PTS_Diff,MP,FG_L,FGA_L,FG%_L,2P_L,2PA_L,2P%_L,3P_L,3PA_L,3P%_L,FT_L,FTA_L,FT%_L,ORB_L,DRB_L,TRB_L,AST_L,STL_L,BLK_L,TOV_L,PF_L,FG_V,FGA_V,FG%_V,2P_V,2PA_V,2P%_V,3P_V,3PA_V,3P%_V,FT_V,FTA_V,FT%_V,ORB_V,DRB_V,TRB_V,AST_V,STL_V,BLK_V,TOV_V,PF_V
Tue_Apr_9_2024_Memphis Grizzlies,2023-10-25,Memphis Grizzlies,87,-26,San Antonio Spurs,102,-22,1.85,1.96,0,-15,240,36,104,0.346,30,74,0.40540540540540543,6,30,0.2,9,11,0.818,17,32,49,21,10,5,8,13,42,87,0.483,32,47,0.6808510638297872,10,40,0.25,8,8,1.0,10,41,51,30,5,11,17,12
Tue_Apr_9_2024_Milwaukee Bucks,2023-10-27,Boston Celtics,91,42,Milwaukee Bucks,104,16,1.28,3.79,0,-13,240,37,93,0.398,20,41,0.4878048780487805,17,52,0.327,0,0,,12,26,38,27,11,4,12,8,43,81,0.531,26,45,0.5777777777777777,17,36,0.472,1,2,0.5,10,39,49,29,6,5,18,4
Tue_Apr_9_2024_Minnesota Timberwolves,2023-10-28,Washington Wizards,121,-32,Minnesota Timberwolves,130,26,1.91,1.91,0,-9,240,44,89,0.494,24,46,0.5217391304347826,20,43,0.465,13,17,0.765,7,34,41,26,5,4,13,22,43,90,0.478,25,49,0.5102040816326531,18,41,0.439,26,32,0.813,10,34,44,30,9,8,8,14
Tue_Apr_9_2024_Oklahoma City Thunder,2023-10-27,Sacramento Kings,105,11,Oklahoma City Thunder,112,25,1.67,2.27,0,-7,240,33,96,0.344,13,38,0.34210526315789475,20,58,0.345,19,26,0.731,21,35,56,23,8,4,17,22,39,80,0.488,28,50,0.56,11,30,0.367,23,31,0.742,6,36,42,21,11,8,14,18
Tue_Apr_9_2024_Philadelphia 76ers,2023-10-28,Detroit Pistons,102,-39,Philadelphia 76ers,120,18,2.17,1.72,0,-18,240,34,84,0.405,20,54,0.37037037037037035,14,30,0.467,20,24,0.833,9,35,44,20,3,5,16,17,44,98,0.449,31,61,0.5081967213114754,13,37,0.351,19,23,0.826,16,35,51,29,11,8,9,18
Tue_Apr_9_2024_Phoenix Suns,2023-10-25,Los Angeles Clippers,105,9,Phoenix Suns,92,0,1.23,4.31,1,13,240,41,87,0.471,29,61,0.47540983606557374,12,26,0.462,11,11,1.0,10,53,63,28,5,3,21,22,30,89,0.337,22,54,0.4074074074074074,8,35,0.229,24,28,0.857,8,30,38,17,16,7,8,13
Tue_Apr_9_2024_Portland Trail Blazers,2023-10-28,New Orleans Pelicans,110,3,Portland Trail Blazers,100,-35,1.68,2.25,1,10,240,36,87,0.414,25,51,0.49019607843137253,11,36,0.306,27,29,0.931,13,32,45,25,13,2,9,9,40,85,0.471,27,47,0.574468085106383,13,38,0.342,7,8,0.875,13,34,47,28,3,3,22,19
Tue_Apr_9_2024_Toronto Raptors,2023-10-25,Indiana Pacers,140,7,Toronto Raptors,123,-28,1.51,2.61,1,17,240,54,99,0.545,38,54,0.7037037037037037,16,45,0.356,16,23,0.696,15,29,44,33,9,8,14,23,47,94,0.5,42,73,0.5753424657534246,5,21,0.238,24,33,0.727,16,24,40,21,8,6,15,20
Tue_Apr_9_2024_Utah Jazz,2023-10-25,Utah Jazz,95,-12,Denver Nuggets,111,31,2.04,1.8,0,-16,240,36,91,0.396,26,60,0.43333333333333335,10,31,0.323,13,13,1.0,11,33,44,19,5,2,15,9,46,94,0.489,32,57,0.5614035087719298,14,37,0.378,5,11,0.455,13,30,43,30,12,12,10,10
Tue_Dec_12_2023_Boston Celtics,2023-10-27,Cleveland Cavaliers,113,6,Boston Celtics,120,43,1.74,2.15,0,-7,240,44,92,0.478,25,47,0.5319148936170213,19,45,0.422,6,9,0.667,6,29,35,27,6,4,13,18,38,84,0.452,20,40,0.5,18,44,0.409,26,26,1.0,12,33,45,23,9,9,15,13
Tue_Dec_12_2023_Chicago Bulls,2023-10-24,Denver Nuggets,114,32,Chicago Bulls,106,-4,1.51,2.63,1,8,240,39,83,0.47,25,53,0.4716981132075472,14,30,0.467,22,32,0.688,15,31,46,28,4,4,11,20,36,86,0.419,23,46,0.5,13,40,0.325,21,23,0.913,11,30,41,26,6,9,14,22
Tue_Dec_12_2023_Dallas Mavericks,2023-10-26,Los Angeles Lakers,125,7,Dallas Mavericks,127,18,1.41,3.0,0,-2,240,49,91,0.538,34,62,0.5483870967741935,15,29,0.517,12,18,0.667,10,30,40,34,4,4,15,20,44,89,0.494,23,46,0.5,21,43,0.488,18,21,0.857,12,24,36,28,7,5,10,17
Tue_Dec_12_2023_Los Angeles Clippers,2023-10-27,Sacramento Kings,99,10,Los Angeles Clippers,119,10,1.67,2.27,0,-20,240,36,86,0.419,26,49,0.5306122448979592,10,37,0.27,17,24,0.708,7,31,38,27,8,2,14,19,44,84,0.524,33,55,0.6,11,29,0.379,20,21,0.952,6,43,49,21,7,2,17,17
Tue_Dec_12_2023_Phoenix Suns,2023-10-28,Phoenix Suns,119,1,Golden State Warriors,116,5,1.45,2.77,1,3,240,38,84,0.452,24,45,0.5333333333333333,14,39,0.359,29,34,0.853,7,34,41,27,8,7,15,22,41,92,0.446,25,46,0.5434782608695652,16,46,0.348,18,27,0.667,13,38,51,26,9,1,15,28
Tue_Dec_19_2023_Golden State Warriors,2023-10-24,Golden State Warriors,132,6,Boston Celtics,126,42,1.69,2.21,1,6,265,50,109,0.459,30,59,0.5084745762711864,20,50,0.4,12,14,0.857,18,41,59,29,4,5,10,15,47,114,0.412,30,56,0.5357142857142857,17,58,0.293,15,17,0.882,18,37,55,28,6,5,8,13
Tue_Dec_19_2023_Milwaukee Bucks,2023-10-26,Milwaukee Bucks,132,17,San Antonio Spurs,119,-23,1.4,2.99,1,13,240,50,106,0.472,32,57,0.5614035087719298,18,49,0.367,14,18,0.778,11,36,47,34,11,7,7,15,46,96,0.479,37,66,0.5606060606060606,9,30,0.3,18,21,0.857,8,44,52,27,4,4,16,17
Tue_Dec_19_2023_New Orleans Pelicans,2023-10-28,New Orleans Pelicans,113,2,Memphis Grizzlies,115,-25,1.68,2.25,0,-2,240,40,85,0.471,29,60,0.48333333333333334,11,25,0.44,22,24,0.917,11,28,39,23,4,3,11,23,41,82,0.5,31,51,0.6078431372549019,10,31,0.323,23,29,0.793,13,29,42,19,5,7,18,19
Tue_Dec_19_2023_Portland Trail Blazers,2023-10-28,Phoenix Suns,104,0,Portland Trail Blazers,109,-34,1.45,2.77,0,-5,240,42,94,0.447,37,71,0.5211267605633803,5,23,0.217,15,21,0.714,14,33,47,23,10,6,15,15,39,87,0.448,25,59,0.423728813559322,14,28,0.5,17,19,0.895,10,32,42,23,8,4,17,18
Tue_Dec_26_2023_Chicago Bulls,2023-10-27,Atlanta Hawks,113,-12,Chicago Bulls,118,-3,1.93,1.89,0,-5,240,41,89,0.461,28,44,0.6363636363636364,13,45,0.289,18,21,0.857,12,28,40,24,6,3,16,21,42,92,0.457,35,67,0.5223880597014925,7,25,0.28,27,31,0.871,18,30,48,23,10,2,10,17
Tue_Dec_26_2023_Detroit Pistons,2023-10-25,Brooklyn Nets,118,-13,Detroit Pistons,112,-40,2.05,1.78,1,6,240,41,82,0.5,32,60,0.5333333333333333,9,22,0.409,27,43,0.628,7,35,42,22,6,7,9,22,40,90,0.444,31,65,0.47692307692307695,9,25,0.36,23,32,0.719,16,36,52,20,6,4,14,27
Tue_Dec_26_2023_Houston Rockets,2023-10-29,Houston Rockets,117,3,Indiana Pacers,123,8,3.17,1.37,0,-6,240,47,97,0.485,42,73,0.5753424657534246,5,24,0.208,18,22,0.818,15,29,44,19,15,2,11,16,43,82,0.524,24,39,0.6153846153846154,19,43,0.442,18,21,0.857,10,35,45,28,5,7,20,22
Tue_Dec_26_2023_Los Angeles Clippers,2023-10-25,Los Angeles Clippers,113,11,Charlotte Hornets,104,-31,1.23,4.31,1,9,240,40,85,0.471,26,51,0.5098039215686274,14,34,0.412,19,25,0.76,11,34,45,24,7,3,13,14,43,93,0.462,37,64,0.578125,6,29,0.207,12,16,0.75,8,34,42,31,8,6,11,23
Tue_Dec_26_2023_New Orleans Pelicans,2023-10-25,Memphis Grizzlies,116,-24,New Orleans Pelicans,115,1,1.85,1.96,1,1,265,39,90,0.433,28,44,0.6363636363636364,11,46,0.239,27,32,0.844,8,42,50,24,10,17,18,24,42,97,0.433,32,66,0.48484848484848486,10,31,0.323,21,33,0.636,10,36,46,18,12,6,15,26
Tue_Dec_26_2023_Oklahoma City Thunder,2023-10-28,Minnesota Timberwolves,106,25,Oklahoma City Thunder,129,26,1.48,2.65,0,-23,240,34,73,0.466,22,46,0.4782608695652174,12,27,0.444,26,32,0.813,8,26,34,22,8,1,24,16,49,81,0.605,31,42,0.7380952380952381,18,39,0.462,13,16,0.813,3,26,29,35,9,7,15,24
Tue_Dec_26_2023_Portland Trail Blazers,2023-10-27,Portland Trail Blazers,130,-33,Sacramento Kings,113,9,2.39,1.6,1,17,240,49,98,0.5,33,58,0.5689655172413793,16,40,0.4,16,20,0.8,16,30,46,28,5,5,10,17,45,93,0.484,35,51,0.6862745098039216,10,42,0.238,13,16,0.813,11,29,40,25,5,7,12,16
Tue_Dec_26_2023_San Antonio Spurs,2023-10-25,San Antonio Spurs,118,-24,Utah Jazz,130,-11,2.64,1.51,0,-12,240,44,98,0.449,28,63,0.4444444444444444,16,35,0.457,14,21,0.667,13,30,43,36,8,8,9,18,47,95,0.495,31,52,0.5961538461538461,16,43,0.372,20,22,0.909,13,40,53,34,4,7,14,21
Tue_Dec_26_2023_Washington Wizards,2023-10-25,Orlando Magic,127,11,Washington Wizards,119,-33,1.55,2.52,1,8,240,49,93,0.527,37,67,0.5522388059701493,12,26,0.462,17,25,0.68,7,33,40,30,11,5,16,16,43,87,0.494,27,45,0.6,16,42,0.381,17,21,0.81,10,37,47,27,10,8,20,21
Tue_Dec_5_2023_Los Angeles Lakers,2023-10-26,Los Angeles Lakers,106,8,Phoenix Suns,103,-1,1.41,3.0,1,3,240,38,102,0.373,29,72,0.4027777777777778,9,30,0.3,21,25,0.84,21,24,45,24,11,2,10,19,37,75,0.493,25,50,0.5,12,25,0.48,17,21,0.81,8,36,44,25,8,5,22,21
Tue_Dec_5_2023_Milwaukee Bucks,2023-10-26,Milwaukee Bucks,146,18,New York Knicks,122,11,1.4,2.99,1,24,240,55,91,0.604,32,53,0.6037735849056604,23,38,0.605,13,19,0.684,12,25,37,32,12,6,12,23,43,87,0.494,36,64,0.5625,7,23,0.304,29,33,0.879,12,24,36,27,8,4,17,17
Tue_Feb_13_2024_Brooklyn Nets,2023-10-27,Boston Celtics,118,43,Brooklyn Nets,110,-14,1.28,3.79,1,8,240,43,83,0.518,28,46,0.6086956521739131,15,37,0.405,17,23,0.739,7,32,39,31,6,1,14,24,39,79,0.494,24,46,0.5217391304347826,15,33,0.455,17,26,0.654,7,30,37,28,6,3,12,21
Tue_Feb_13_2024_Los Angeles Lakers,2023-10-26,Los Angeles Lakers,125,9,Detroit Pistons,111,-41,1.41,3.0,1,14,240,43,84,0.512,29,49,0.5918367346938775,14,35,0.4,25,30,0.833,7,40,47,32,6,11,16,14,45,108,0.417,37,80,0.4625,8,28,0.286,13,17,0.765,17,33,50,30,8,2,10,24
Tue_Feb_13_2024_Milwaukee Bucks,2023-10-25,Miami Heat,123,1,Milwaukee Bucks,97,17,1.22,4.37,1,26,240,45,87,0.517,26,47,0.5531914893617021,19,40,0.475,14,18,0.778,7,40,47,34,10,3,14,13,37,83,0.446,24,44,0.5454545454545454,13,39,0.333,10,11,0.909,5,33,38,24,8,4,18,12
Tue_Feb_13_2024_Orlando Magic,2023-10-29,Oklahoma City Thunder,127,27,Orlando Magic,113,10,2.39,1.61,1,14,240,46,84,0.548,33,52,0.6346153846153846,13,32,0.406,22,24,0.917,4,27,31,28,9,8,12,20,41,91,0.451,30,55,0.5454545454545454,11,36,0.306,20,25,0.8,14,34,48,29,6,3,16,19
Tue_Feb_13_2024_Phoenix Suns,2023-10-27,Sacramento Kings,125,8,Phoenix Suns,130,0,1.67,2.27,0,-5,240,49,95,0.516,40,64,0.625,9,31,0.29,18,24,0.75,15,35,50,27,8,6,13,27,44,85,0.518,31,54,0.5740740740740741,13,31,0.419,29,36,0.806,7,32,39,29,11,6,12,16
Tue_Feb_13_2024_Portland Trail Blazers,2023-10-27,Portland Trail Blazers,109,-34,Minnesota Timberwolves,121,26,2.39,1.6,0,-12,240,39,87,0.448,28,58,0.4827586206896552,11,29,0.379,20,25,0.8,12,32,44,26,5,1,16,29,39,84,0.464,26,51,0.5098039215686274,13,33,0.394,30,34,0.882,12,29,41,24,8,9,12,18
Tue_Feb_27_2024_Atlanta Hawks,2023-10-27,Atlanta Hawks,124,-11,Utah Jazz,97,-12,1.93,1.89,1,27,240,46,93,0.495,34,61,0.5573770491803278,12,32,0.375,20,23,0.87,15,40,55,27,8,8,18,15,35,94,0.372,24,56,0.42857142857142855,11,38,0.289,16,19,0.842,12,31,43,24,11,4,18,15
Tue_Feb_27_2024_Boston Celtics,2023-10-27,Boston Celtics,117,44,Philadelphia 76ers,99,17,1.28,3.79,1,18,240,39,74,0.527,34,52,0.6538461538461539,5,22,0.227,34,37,0.919,9,47,56,21,7,9,14,16,37,94,0.394,23,52,0.4423076923076923,14,42,0.333,11,12,0.917,8,20,28,20,6,5,10,23
Tue_Feb_27_2024_Chicago Bulls,2023-10-28,Detroit Pistons,105,-40,Chicago Bulls,95,-4,2.17,1.72,1,10,240,37,75,0.493,23,38,0.6052631578947368,14,37,0.378,17,23,0.739,8,39,47,22,3,8,20,19,39,98,0.398,37,69,0.5362318840579711,2,29,0.069,15,18,0.833,15,24,39,22,11,3,6,18
Tue_Feb_27_2024_Cleveland Cavaliers,2023-10-27,Cleveland Cavaliers,121,7,Dallas Mavericks,119,17,1.74,2.15,1,2,240,44,83,0.53,24,43,0.5581395348837209,20,40,0.5,13,18,0.722,9,38,47,35,2,4,16,12,48,91,0.527,34,58,0.5862068965517241,14,33,0.424,9,15,0.6,5,31,36,23,11,6,5,12
Tue_Feb_27_2024_Milwaukee Bucks,2023-10-25,Charlotte Hornets,85,-32,Milwaukee Bucks,123,18,2.47,1.57,0,-38,240,30,81,0.37,19,41,0.4634146341463415,11,40,0.275,14,17,0.824,5,32,37,24,6,2,13,16,46,89,0.517,30,49,0.6122448979591837,16,40,0.4,15,18,0.833,11,40,51,29,7,3,10,17
Tue_Feb_27_2024_Minnesota Timberwolves,2023-10-25,San Antonio Spurs,105,-25,Minnesota Timberwolves,114,27,2.64,1.51,0,-9,240,39,82,0.476,23,41,0.5609756097560976,16,41,0.39,11,15,0.733,7,34,41,28,9,7,23,15,43,93,0.462,30,62,0.4838709677419355,13,31,0.419,15,17,0.882,11,35,46,28,16,8,14,14
Tue_Feb_27_2024_New York Knicks,2023-10-28,New Orleans Pelicans,115,2,New York Knicks,92,10,1.68,2.25,1,23,240,39,77,0.506,21,43,0.4883720930232558,18,34,0.529,19,23,0.826,10,34,44,23,4,5,15,21,31,83,0.373,17,37,0.4594594594594595,14,46,0.304,16,23,0.696,13,25,38,27,6,5,13,20
Tue_Feb_27_2024_Oklahoma City Thunder,2023-10-29,Oklahoma City Thunder,112,28,Houston Rockets,95,2,2.39,1.61,1,17,240,44,93,0.473,34,66,0.5151515151515151,10,27,0.37,14,18,0.778,12,43,55,19,7,8,15,14,37,95,0.389,28,56,0.5,9,39,0.231,12,18,0.667,12,34,46,22,5,8,15,16
Tue_Feb_27_2024_Orlando Magic,2023-10-25,Brooklyn Nets,81,-15,Orlando Magic,108,11,2.05,1.78,0,-27,240,31,79,0.392,23,48,0.4791666666666667,8,31,0.258,11,14,0.786,9,26,35,18,10,1,22,22,39,74,0.527,30,49,0.6122448979591837,9,25,0.36,21,25,0.84,5,33,38,20,14,2,19,22
Tue_Feb_27_2024_Portland Trail Blazers,2023-10-25,Miami Heat,106,2,Portland Trail Blazers,96,-35,1.22,4.37,1,10,240,37,70,0.529,23,44,0.5227272727272727,14,26,0.538,18,26,0.692,6,28,34,29,8,8,20,19,35,86,0.407,25,55,0.45454545454545453,10,31,0.323,16,19,0.842,15,25,40,24,9,4,18,25
Tue_Feb_27_2024_Washington Wizards,2023-10-28,Washington Wizards,112,-34,Golden State Warriors,123,7,1.91,1.91,0,-11,240,46,93,0.495,34,58,0.5862068965517241,12,35,0.343,8,10,0.8,11,30,41,34,5,5,21,12,47,94,0.5,26,48,0.5416666666666666,21,46,0.457,8,11,0.727,9,35,44,39,12,6,19,11
Tue_Feb_6_2024_Brooklyn Nets,2023-10-25,Brooklyn Nets,107,-16,Dallas Mavericks,119,18,2.05,1.78,0,-12,240,41,91,0.451,29,58,0.5,12,33,0.364,13,15,0.867,8,35,43,33,6,5,10,13,46,91,0.505,27,48,0.5625,19,43,0.442,8,13,0.615,6,39,45,25,7,3,11,12
Tue_Feb_6_2024_Chicago Bulls,2023-10-25,Chicago Bulls,129,-3,Minnesota Timberwolves,123,26,1.71,2.17,1,6,265,45,93,0.484,33,63,0.5238095238095238,12,30,0.4,27,32,0.844,13,35,48,24,9,16,14,22,42,92,0.457,22,47,0.46808510638297873,20,45,0.444,19,26,0.731,10,32,42,28,6,5,14,25
Tue_Feb_6_2024_Indiana Pacers,2023-10-25,Indiana Pacers,132,9,Houston Rockets,129,1,1.51,2.61,1,3,240,54,86,0.628,39,54,0.7222222222222222,15,32,0.469,9,14,0.643,5,20,25,35,7,7,12,20,50,97,0.515,38,72,0.5277777777777778,12,25,0.48,17,23,0.739,20,28,48,26,5,3,15,16
Tue_Feb_6_2024_Miami Heat,2023-10-25,Miami Heat,121,3,Orlando Magic,95,10,1.22,4.37,1,26,240,47,87,0.54,34,51,0.6666666666666666,13,36,0.361,14,18,0.778,11,34,45,31,10,3,13,19,35,80,0.438,25,45,0.5555555555555556,10,35,0.286,15,21,0.714,8,31,39,25,7,3,18,17
Tue_Feb_6_2024_New York Knicks,2023-10-25,Memphis Grizzlies,113,-25,New York Knicks,123,11,1.85,1.96,0,-10,240,41,80,0.513,20,43,0.46511627906976744,21,37,0.568,10,16,0.625,8,27,35,33,4,5,18,15,48,86,0.558,37,59,0.6271186440677966,11,27,0.407,16,20,0.8,8,29,37,28,12,5,10,12
Tue_Feb_6_2024_Phoenix Suns,2023-10-26,Milwaukee Bucks,106,17,Phoenix Suns,114,1,1.4,2.99,0,-8,240,39,90,0.433,26,50,0.52,13,40,0.325,15,25,0.6,10,34,44,23,10,4,13,21,44,87,0.506,36,59,0.6101694915254238,8,28,0.286,18,27,0.667,8,41,49,17,8,5,14,19
Tue_Feb_6_2024_Utah Jazz,2023-10-25,Utah Jazz,124,-11,Oklahoma City Thunder,117,27,2.04,1.8,1,7,240,46,89,0.517,32,54,0.5925925925925926,14,35,0.4,18,20,0.9,15,33,48,29,9,8,17,17,43,90,0.478,24,53,0.4528301886792453,19,37,0.514,12,18,0.667,9,23,32,26,9,9,11,16
Tue_Jan_16_2024_Los Angeles Clippers,2023-10-25,Los Angeles Clippers,128,12,Oklahoma City Thunder,117,26,1.23,4.31,1,11,240,47,87,0.54,27,44,0.6136363636363636,20,43,0.465,14,23,0.609,12,27,39,30,5,10,10,18,42,83,0.506,26,49,0.5306122448979592,16,34,0.471,17,20,0.85,9,26,35,30,5,5,12,19
Tue_Jan_16_2024_Philadelphia 76ers,2023-10-29,Philadelphia 76ers,126,18,Denver Nuggets,121,31,1.24,4.21,1,5,240,43,76,0.566,28,45,0.6222222222222222,15,31,0.484,25,34,0.735,5,27,32,27,6,7,8,21,45,89,0.506,33,60,0.55,12,29,0.414,19,25,0.76,16,30,46,23,4,3,11,19
Tue_Jan_16_2024_Phoenix Suns,2023-10-28,Phoenix Suns,119,2,Sacramento Kings,117,7,1.45,2.77,1,2,240,42,85,0.494,25,48,0.5208333333333334,17,37,0.459,18,20,0.9,8,38,46,32,7,6,20,15,46,92,0.5,28,52,0.5384615384615384,18,40,0.45,7,12,0.583,5,26,31,34,7,4,14,20
Tue_Jan_23_2024_Brooklyn Nets,2023-10-25,New York Knicks,108,12,Brooklyn Nets,103,-17,2.44,1.58,1,5,240,40,86,0.465,30,57,0.5263157894736842,10,29,0.345,18,19,0.947,11,31,42,21,8,8,14,13,42,95,0.442,27,53,0.5094339622641509,15,42,0.357,4,5,0.8,13,27,40,29,7,5,13,19
Tue_Jan_23_2024_Indiana Pacers,2023-10-25,Indiana Pacers,109,8,Denver Nuggets,114,32,1.51,2.61,0,-5,240,43,87,0.494,38,66,0.5757575757575758,5,21,0.238,18,21,0.857,7,31,38,24,4,1,10,16,44,88,0.5,33,55,0.6,11,33,0.333,15,17,0.882,11,31,42,22,5,9,12,17
Tue_Jan_23_2024_Los Angeles Clippers,2023-10-26,Los Angeles Lakers,116,8,Los Angeles Clippers,127,13,1.41,3.0,0,-11,240,45,92,0.489,34,60,0.5666666666666667,11,32,0.344,15,22,0.682,13,28,41,27,9,8,15,15,52,88,0.591,38,61,0.6229508196721312,14,27,0.519,9,12,0.75,6,30,36,33,8,5,15,17
Tue_Jan_23_2024_New Orleans Pelicans,2023-10-28,New Orleans Pelicans,153,3,Utah Jazz,124,-12,1.68,2.25,1,29,240,60,104,0.577,37,58,0.6379310344827587,23,46,0.5,10,15,0.667,12,45,57,41,5,4,9,24,43,92,0.467,31,56,0.5535714285714286,12,36,0.333,26,32,0.813,6,32,38,27,4,8,8,15
Tue_Jan_23_2024_Oklahoma City Thunder,2023-10-27,Portland Trail Blazers,109,-36,Oklahoma City Thunder,111,27,2.39,1.6,0,-2,240,37,86,0.43,19,47,0.40425531914893614,18,39,0.462,17,21,0.81,12,34,46,27,6,6,19,19,43,89,0.483,36,66,0.5454545454545454,7,23,0.304,18,28,0.643,10,33,43,23,9,10,12,18
Tue_Jan_2_2024_Golden State Warriors,2023-10-24,Golden State Warriors,121,8,Orlando Magic,115,9,1.69,2.21,1,6,240,42,78,0.538,29,43,0.6744186046511628,13,35,0.371,24,37,0.649,9,27,36,23,9,6,12,19,41,92,0.446,27,56,0.48214285714285715,14,36,0.389,19,23,0.826,16,25,41,19,8,4,18,24
Tue_Jan_2_2024_Memphis Grizzlies,2023-10-25,San Antonio Spurs,98,-26,Memphis Grizzlies,106,-24,2.64,1.51,0,-8,240,36,85,0.424,26,54,0.48148148148148145,10,31,0.323,16,23,0.696,6,34,40,21,6,8,16,24,37,80,0.463,25,42,0.5952380952380952,12,38,0.316,20,25,0.8,8,38,46,24,5,8,15,23
Tue_Jan_2_2024_New Orleans Pelicans,2023-10-28,New Orleans Pelicans,112,4,Brooklyn Nets,85,-18,1.68,2.25,1,27,240,41,88,0.466,25,49,0.5102040816326531,16,39,0.41,14,18,0.778,17,36,53,23,10,9,17,12,35,98,0.357,24,55,0.43636363636363634,11,43,0.256,4,8,0.5,18,25,43,26,7,4,15,13
Tue_Jan_2_2024_Oklahoma City Thunder,2023-10-29,Oklahoma City Thunder,127,28,Boston Celtics,123,43,2.39,1.61,1,4,240,48,91,0.527,30,51,0.5882352941176471,18,40,0.45,13,17,0.765,10,28,38,34,7,10,12,22,42,92,0.457,27,52,0.5192307692307693,15,40,0.375,24,29,0.828,17,30,47,33,7,10,14,15
Tue_Jan_2_2024_Philadelphia 76ers,2023-10-29,Philadelphia 76ers,110,19,Chicago Bulls,97,-4,1.24,4.21,1,13,240,38,80,0.475,26,50,0.52,12,30,0.4,22,30,0.733,6,37,43,28,9,6,19,22,37,96,0.385,30,59,0.5084745762711864,7,37,0.189,16,23,0.696,19,32,51,17,9,7,18,21
Tue_Jan_2_2024_Sacramento Kings,2023-10-27,Sacramento Kings,104,6,Charlotte Hornets,111,-31,1.67,2.27,0,-7,240,40,92,0.435,26,56,0.4642857142857143,14,36,0.389,10,17,0.588,15,33,48,23,8,2,21,23,42,82,0.512,30,48,0.625,12,34,0.353,15,19,0.789,4,31,35,23,8,10,15,15
Tue_Jan_30_2024_Atlanta Hawks,2023-10-27,Atlanta Hawks,138,-10,Los Angeles Lakers,122,7,1.93,1.89,1,16,240,53,101,0.525,37,63,0.5873015873015873,16,38,0.421,16,18,0.889,12,34,46,32,10,2,12,18,48,90,0.533,36,57,0.631578947368421,12,33,0.364,14,25,0.56,7,30,37,28,12,3,14,16
Tue_Jan_30_2024_Boston Celtics,2023-10-25,Indiana Pacers,124,7,Boston Celtics,129,44,1.51,2.61,0,-5,240,50,108,0.463,38,69,0.5507246376811594,12,39,0.308,12,15,0.8,19,31,50,33,4,2,8,21,47,87,0.54,30,51,0.5882352941176471,17,36,0.472,18,22,0.818,7,33,40,25,6,9,12,16
Tue_Jan_30_2024_Chicago Bulls,2023-10-25,Toronto Raptors,118,-27,Chicago Bulls,107,-5,1.86,1.94,1,11,240,43,83,0.518,29,54,0.5370370370370371,14,29,0.483,18,20,0.9,9,29,38,34,10,4,20,20,38,75,0.507,27,43,0.627906976744186,11,32,0.344,20,27,0.741,6,27,33,21,9,9,20,16
Tue_Jan_30_2024_Golden State Warriors,2023-10-24,Golden State Warriors,119,9,Philadelphia 76ers,107,18,1.69,2.21,1,12,240,44,79,0.557,30,47,0.6382978723404256,14,32,0.438,17,19,0.895,8,34,42,32,6,6,18,20,39,85,0.459,26,55,0.4727272727272727,13,30,0.433,16,21,0.762,13,26,39,11,14,2,16,24
Tue_Jan_30_2024_New York Knicks,2023-10-25,Utah Jazz,103,-13,New York Knicks,118,13,2.04,1.8,0,-15,240,39,86,0.453,27,50,0.54,12,36,0.333,13,17,0.765,15,28,43,23,3,5,15,16,44,94,0.468,31,60,0.5166666666666667,13,34,0.382,17,18,0.944,14,31,45,29,9,7,6,16
Tue_Jan_9_2024_Dallas Mavericks,2023-10-27,Dallas Mavericks,103,17,Memphis Grizzlies,120,-23,1.43,2.91,0,-17,240,36,82,0.439,27,55,0.4909090909090909,9,27,0.333,22,27,0.815,8,25,33,20,9,4,13,17,44,91,0.484,30,54,0.5555555555555556,14,37,0.378,18,21,0.857,18,36,54,27,7,3,17,18
Tue_Jan_9_2024_Detroit Pistons,2023-10-28,Detroit Pistons,110,-41,Sacramento Kings,131,7,2.17,1.72,0,-21,240,40,85,0.471,26,48,0.5416666666666666,14,37,0.378,16,21,0.762,13,27,40,27,12,2,21,19,54,94,0.574,41,61,0.6721311475409836,13,33,0.394,10,14,0.714,10,34,44,39,8,6,18,21
Tue_Jan_9_2024_Los Angeles Lakers,2023-10-25,Toronto Raptors,131,-28,Los Angeles Lakers,132,8,1.86,1.94,0,-1,240,53,94,0.564,36,59,0.6101694915254238,17,35,0.486,8,13,0.615,5,32,37,34,8,4,12,26,44,81,0.543,28,45,0.6222222222222222,16,36,0.444,28,36,0.778,5,34,39,34,6,4,15,16
Tue_Jan_9_2024_New York Knicks,2023-10-25,New York Knicks,112,14,Portland Trail Blazers,84,-37,2.44,1.58,1,28,240,37,89,0.416,19,41,0.4634146341463415,18,48,0.375,20,23,0.87,15,40,55,26,11,4,15,16,33,86,0.384,27,57,0.47368421052631576,6,29,0.207,12,18,0.667,12,31,43,19,8,7,15,17
Tue_Jan_9_2024_Orlando Magic,2023-10-28,Minnesota Timberwolves,113,27,Orlando Magic,92,8,1.48,2.65,1,21,240,43,80,0.538,31,50,0.62,12,30,0.4,15,19,0.789,5,43,48,34,8,4,18,18,34,94,0.362,21,52,0.40384615384615385,13,42,0.31,11,18,0.611,16,30,46,20,13,5,13,22
