Game ID,Date,Team_L,PTS_L,Racha_L,Team_V,PTS_V,Racha_V,Cuota_L,Cuota_V,Victoria_Local,PTS_Diff,MP,FG_L,FGA_L,FG%_L,2P_L,2PA_L,2P%_L,3P_L,3PA_L,3P%_L,FT_L,FTA_L,FT%_L,ORB_L,DRB_L,TRB_L,AST_L,STL_L,BLK_L,TOV_L,PF_L,FG_V,FGA_V,FG%_V,2P_V,2PA_V,2P%_V,3P_V,3PA_V,3P%_V,FT_V,FTA_V,FT%_V,ORB_V,DRB_V,TRB_V,AST_V,STL_V,BLK_V,TOV_V,PF_V
Mon_Jan_29_2024_Oklahoma City Thunder,2023-10-28,Minnesota Timberwolves,107,0,Oklahoma City Thunder,101,7,1.48,2.65,1,6,240,40,83,0.482,26,54,0.48148148148148145,14,29,0.483,13,15,0.867,9,36,45,21,7,2,13,19,35,79,0.443,21,44,0.4772727272727273,14,35,0.4,17,22,0.773,8,30,38,21,5,7,12,17
Mon_Jan_29_2024_Portland Trail Blazers,2023-10-29,Philadelphia 76ers,104,4,Portland Trail Blazers,130,-9,1.24,4.21,0,-26,240,37,83,0.446,32,54,0.5925925925925926,5,29,0.172,25,28,0.893,12,22,34,17,6,5,17,25,46,84,0.548,34,56,0.6071428571428571,12,28,0.429,26,29,0.897,11,28,39,29,7,5,13,24
Mon_Jan_29_2024_San Antonio Spurs,2023-10-25,San Antonio Spurs,113,-7,Washington Wizards,118,-15,2.64,1.51,0,-5,240,43,92,0.467,31,62,0.5,12,30,0.4,15,17,0.882,10,26,36,31,10,7,15,17,46,86,0.535,37,61,0.6065573770491803,9,25,0.36,17,24,0.708,14,31,45,32,9,8,19,15
Mon_Jan_8_2024_Charlotte Hornets,2023-10-25,Charlotte Hornets,112,-16,Chicago Bulls,119,-3,2.47,1.57,0,-7,265,40,94,0.426,23,52,0.4423076923076923,17,42,0.405,15,17,0.882,14,30,44,26,3,7,15,22,45,92,0.489,36,66,0.5454545454545454,9,26,0.346,20,24,0.833,12,39,51,27,7,7,14,18
Mon_Jan_8_2024_Indiana Pacers,2023-10-27,Boston Celtics,131,14,Indiana Pacers,133,7,1.28,3.79,0,-2,240,47,90,0.522,30,55,0.5454545454545454,17,35,0.486,20,29,0.69,13,29,42,26,3,8,15,20,48,91,0.527,29,51,0.5686274509803921,19,40,0.475,18,22,0.818,9,30,39,29,6,7,13,23
Mon_Jan_8_2024_Los Angeles Clippers,2023-10-25,Los Angeles Clippers,138,8,Phoenix Suns,111,0,1.23,4.31,1,27,240,53,85,0.624,38,56,0.6785714285714286,15,29,0.517,17,23,0.739,11,33,44,32,11,3,14,21,38,77,0.494,28,47,0.5957446808510638,10,30,0.333,25,29,0.862,5,20,25,17,6,4,14,20
Mon_Jan_8_2024_Miami Heat,2023-10-29,Houston Rockets,113,7,Miami Heat,120,4,3.17,1.37,0,-7,240,37,88,0.42,23,47,0.48936170212765956,14,41,0.341,25,28,0.893,12,30,42,20,8,4,12,31,41,82,0.5,26,46,0.5652173913043478,15,36,0.417,23,32,0.719,10,35,45,30,6,5,11,21
Mon_Jan_8_2024_Milwaukee Bucks,2023-10-25,Utah Jazz,132,1,Milwaukee Bucks,116,1,2.04,1.8,1,16,240,47,90,0.522,27,46,0.5869565217391305,20,44,0.455,18,22,0.818,10,37,47,33,6,8,11,15,42,94,0.447,25,58,0.43103448275862066,17,36,0.472,15,19,0.789,11,27,38,31,6,6,9,20
Mon_Jan_8_2024_Washington Wizards,2023-10-29,Oklahoma City Thunder,136,8,Washington Wizards,128,-16,2.39,1.61,1,8,240,52,88,0.591,38,60,0.6333333333333333,14,28,0.5,18,24,0.75,10,30,40,37,11,7,15,21,44,89,0.494,29,57,0.5087719298245614,15,32,0.469,25,29,0.862,12,26,38,32,7,5,15,23
Mon_Jun_17_2024_Boston Celtics,2023-10-27,Boston Celtics,106,15,Dallas Mavericks,88,8,1.28,3.79,1,18,240,38,89,0.427,25,50,0.5,13,39,0.333,17,20,0.85,15,36,51,25,9,2,9,15,35,78,0.449,24,41,0.5853658536585366,11,37,0.297,7,13,0.538,7,28,35,18,4,4,13,20
Mon_Mar_11_2024_Chicago Bulls,2023-10-27,Dallas Mavericks,127,9,Chicago Bulls,92,-4,1.43,2.91,1,35,240,51,93,0.548,38,52,0.7307692307692307,13,41,0.317,12,15,0.8,10,39,49,33,10,6,6,17,35,89,0.393,28,55,0.509090909090909,7,34,0.206,15,22,0.682,14,29,43,19,6,2,13,12
Mon_Mar_11_2024_Cleveland Cavaliers,2023-10-28,Phoenix Suns,117,1,Cleveland Cavaliers,111,4,1.45,2.77,1,6,240,46,84,0.548,34,52,0.6538461538461539,12,32,0.375,13,19,0.684,12,30,42,23,8,6,14,18,40,84,0.476,25,38,0.6578947368421053,15,46,0.326,16,19,0.842,10,27,37,30,9,0,13,18
Mon_Mar_11_2024_Denver Nuggets,2023-10-25,Toronto Raptors,119,-14,Denver Nuggets,125,9,1.86,1.94,0,-6,240,47,93,0.505,36,63,0.5714285714285714,11,30,0.367,14,17,0.824,11,31,42,30,6,4,12,16,52,95,0.547,42,66,0.6363636363636364,10,29,0.345,11,18,0.611,11,31,42,36,8,8,9,14
Mon_Mar_11_2024_Detroit Pistons,2023-10-28,Detroit Pistons,114,-13,Charlotte Hornets,97,-17,2.17,1.72,1,17,240,41,86,0.477,31,44,0.7045454545454546,10,42,0.238,22,24,0.917,9,42,51,26,8,5,12,19,34,88,0.386,21,48,0.4375,13,40,0.325,16,23,0.696,9,31,40,27,7,2,13,16
Mon_Mar_11_2024_Portland Trail Blazers,2023-10-27,Boston Celtics,121,16,Portland Trail Blazers,99,-10,1.28,3.79,1,22,240,49,100,0.49,34,60,0.5666666666666667,15,40,0.375,8,12,0.667,14,31,45,34,7,10,3,11,39,87,0.448,29,59,0.4915254237288136,10,28,0.357,11,11,1.0,9,29,38,23,3,5,11,11
Mon_Mar_11_2024_San Antonio Spurs,2023-10-25,San Antonio Spurs,102,-8,Golden State Warriors,112,7,2.64,1.51,0,-10,240,39,93,0.419,25,56,0.44642857142857145,14,37,0.378,10,15,0.667,13,37,50,27,6,10,15,15,46,93,0.495,34,66,0.5151515151515151,12,27,0.444,8,12,0.667,10,35,45,28,7,4,14,19
Mon_Mar_18_2024_Boston Celtics,2023-10-28,Detroit Pistons,94,-14,Boston Celtics,119,17,2.17,1.72,0,-25,240,36,84,0.429,27,55,0.4909090909090909,9,29,0.31,13,15,0.867,8,35,43,21,6,3,13,15,43,95,0.453,21,46,0.45652173913043476,22,49,0.449,11,13,0.846,15,38,53,30,8,8,11,9
Mon_Mar_18_2024_Chicago Bulls,2023-10-25,Chicago Bulls,110,-3,Portland Trail Blazers,107,-11,1.71,2.17,1,3,240,41,93,0.441,30,60,0.5,11,33,0.333,17,21,0.81,13,27,40,26,9,5,9,21,40,88,0.455,32,60,0.5333333333333333,8,28,0.286,19,25,0.76,13,30,43,21,7,5,13,24
Mon_Mar_18_2024_Golden State Warriors,2023-10-25,New York Knicks,119,7,Golden State Warriors,112,6,2.44,1.58,1,7,240,44,91,0.484,30,54,0.5555555555555556,14,37,0.378,17,20,0.85,14,30,44,29,6,1,13,17,42,88,0.477,28,52,0.5384615384615384,14,36,0.389,14,18,0.778,12,27,39,29,7,5,13,16
Mon_Mar_18_2024_Indiana Pacers,2023-10-27,Cleveland Cavaliers,108,5,Indiana Pacers,103,6,1.74,2.15,1,5,240,38,80,0.475,26,48,0.5416666666666666,12,32,0.375,20,28,0.714,9,30,39,27,8,4,14,18,42,91,0.462,33,53,0.6226415094339622,9,38,0.237,10,16,0.625,14,31,45,28,8,3,11,24
Mon_Mar_18_2024_Los Angeles Lakers,2023-10-26,Los Angeles Lakers,136,1,Atlanta Hawks,105,-8,1.41,3.0,1,31,240,52,90,0.578,37,54,0.6851851851851852,15,36,0.417,17,20,0.85,4,44,48,39,6,4,9,15,42,98,0.429,33,57,0.5789473684210527,9,41,0.22,12,15,0.8,12,30,42,32,8,5,9,14
Mon_Mar_18_2024_Philadelphia 76ers,2023-10-25,Miami Heat,91,3,Philadelphia 76ers,98,5,1.22,4.37,0,-7,240,35,89,0.393,23,56,0.4107142857142857,12,33,0.364,9,14,0.643,11,38,49,23,8,3,15,13,37,85,0.435,24,49,0.4897959183673469,13,36,0.361,11,12,0.917,7,39,46,23,7,12,12,16
Mon_Mar_18_2024_Sacramento Kings,2023-10-25,Memphis Grizzlies,111,-11,Sacramento Kings,121,6,1.85,1.96,0,-10,265,37,98,0.378,24,60,0.4,13,38,0.342,24,30,0.8,15,34,49,22,13,7,14,23,42,94,0.447,31,59,0.5254237288135594,11,35,0.314,26,32,0.813,15,44,59,30,7,10,19,25
Mon_Mar_18_2024_Utah Jazz,2023-10-25,Utah Jazz,104,0,Minnesota Timberwolves,114,1,2.04,1.8,0,-10,240,39,84,0.464,25,52,0.4807692307692308,14,32,0.438,12,14,0.857,14,33,47,25,6,3,17,13,44,91,0.484,28,50,0.56,16,41,0.39,10,12,0.833,12,23,35,27,9,9,9,15
Mon_Mar_25_2024_Atlanta Hawks,2023-10-27,Boston Celtics,118,16,Atlanta Hawks,120,-7,1.28,3.79,0,-2,240,47,95,0.495,36,57,0.631578947368421,11,38,0.289,13,19,0.684,12,26,38,21,7,8,9,16,46,87,0.529,28,51,0.5490196078431373,18,36,0.5,10,17,0.588,15,29,44,30,5,3,13,18
Mon_Mar_25_2024_Chicago Bulls,2023-10-28,Washington Wizards,107,-15,Chicago Bulls,105,-4,1.91,1.91,1,2,240,39,97,0.402,25,48,0.5208333333333334,14,49,0.286,15,18,0.833,14,38,52,32,8,5,14,21,36,87,0.414,26,52,0.5,10,35,0.286,23,28,0.821,9,37,46,27,9,8,12,14
Mon_Mar_25_2024_Cleveland Cavaliers,2023-10-27,Cleveland Cavaliers,115,6,Charlotte Hornets,92,-18,1.74,2.15,1,23,240,46,86,0.535,29,45,0.6444444444444445,17,41,0.415,6,10,0.6,9,38,47,41,4,3,14,15,34,80,0.425,25,52,0.4807692307692308,9,28,0.321,15,18,0.833,6,27,33,22,5,4,12,13
Mon_Mar_25_2024_Denver Nuggets,2023-10-24,Denver Nuggets,128,10,Memphis Grizzlies,103,-12,1.51,2.63,1,25,240,48,90,0.533,33,58,0.5689655172413793,15,32,0.469,17,18,0.944,15,35,50,38,10,7,16,23,37,94,0.394,26,50,0.52,11,44,0.25,18,27,0.667,17,23,40,25,9,9,17,15
Mon_Mar_25_2024_Houston Rockets,2023-10-27,Portland Trail Blazers,92,-12,Houston Rockets,110,8,2.39,1.6,0,-18,240,36,87,0.414,29,54,0.5370370370370371,7,33,0.212,13,15,0.867,10,34,44,14,5,6,17,25,37,93,0.398,25,54,0.46296296296296297,12,39,0.308,24,25,0.96,13,32,45,19,7,7,9,16
Mon_Mar_25_2024_Los Angeles Clippers,2023-10-25,Los Angeles Clippers,116,7,Indiana Pacers,133,7,1.23,4.31,0,-17,240,46,85,0.541,40,65,0.6153846153846154,6,20,0.3,18,22,0.818,11,25,36,26,4,4,10,19,50,86,0.581,33,58,0.5689655172413793,17,28,0.607,16,22,0.727,7,27,34,28,7,3,8,21
Mon_Mar_25_2024_New York Knicks,2023-10-28,Detroit Pistons,99,-15,New York Knicks,124,8,2.17,1.72,0,-25,240,34,88,0.386,24,54,0.4444444444444444,10,34,0.294,21,22,0.955,7,30,37,22,8,5,12,22,45,89,0.506,26,43,0.6046511627906976,19,46,0.413,15,22,0.682,12,40,52,30,6,6,14,18
Mon_Mar_25_2024_Sacramento Kings,2023-10-27,Sacramento Kings,108,7,Philadelphia 76ers,96,4,1.67,2.27,1,12,240,38,86,0.442,28,48,0.5833333333333334,10,38,0.263,22,28,0.786,11,29,40,25,6,6,8,18,34,82,0.415,23,48,0.4791666666666667,11,34,0.324,17,20,0.85,15,32,47,18,2,4,15,25
Mon_Mar_25_2024_San Antonio Spurs,2023-10-25,San Antonio Spurs,104,-7,Phoenix Suns,102,0,2.64,1.51,1,2,240,40,91,0.44,32,60,0.5333333333333333,8,31,0.258,16,19,0.842,5,35,40,23,10,1,7,15,42,83,0.506,32,55,0.5818181818181818,10,28,0.357,8,14,0.571,5,42,47,28,5,7,15,14
Mon_Mar_25_2024_Toronto Raptors,2023-10-25,Toronto Raptors,88,-15,Brooklyn Nets,96,-2,1.86,1.94,0,-8,240,37,85,0.435,32,58,0.5517241379310345,5,27,0.185,9,12,0.75,8,22,30,23,10,2,10,15,37,81,0.457,28,42,0.6666666666666666,9,39,0.231,13,18,0.722,16,34,50,20,3,4,20,16
Mon_Mar_25_2024_Utah Jazz,2023-10-27,Dallas Mavericks,115,10,Utah Jazz,105,-1,1.43,2.91,1,10,240,44,92,0.478,32,50,0.64,12,42,0.286,15,18,0.833,10,37,47,31,9,7,6,17,37,87,0.425,24,48,0.5,13,39,0.333,18,22,0.818,11,35,46,28,6,3,13,15
Mon_Mar_4_2024_Brooklyn Nets,2023-10-25,Memphis Grizzlies,106,-11,Brooklyn Nets,102,-3,1.85,1.96,1,4,240,38,82,0.463,26,45,0.5777777777777777,12,37,0.324,18,22,0.818,15,35,50,26,6,3,19,22,35,79,0.443,20,37,0.5405405405405406,15,42,0.357,17,30,0.567,12,21,33,27,10,6,13,20
Mon_Mar_4_2024_Los Angeles Lakers,2023-10-26,Los Angeles Lakers,116,2,Oklahoma City Thunder,104,7,1.41,3.0,1,12,240,41,80,0.513,25,46,0.5434782608695652,16,34,0.471,18,25,0.72,12,43,55,29,8,7,21,15,37,94,0.394,22,55,0.4,15,39,0.385,15,16,0.938,13,25,38,22,12,7,10,20
Mon_Mar_4_2024_Milwaukee Bucks,2023-10-26,Milwaukee Bucks,113,2,Los Angeles Clippers,106,6,1.4,2.99,1,7,240,37,78,0.474,22,40,0.55,15,38,0.395,24,28,0.857,7,39,46,20,8,3,12,20,37,84,0.44,21,44,0.4772727272727273,16,40,0.4,16,25,0.64,5,33,38,25,9,3,14,21
Mon_Mar_4_2024_Minnesota Timberwolves,2023-10-27,Portland Trail Blazers,114,-13,Minnesota Timberwolves,119,2,2.39,1.6,0,-5,240,45,92,0.489,29,53,0.5471698113207547,16,39,0.41,8,11,0.727,12,29,41,28,5,3,14,26,40,79,0.506,29,51,0.5686274509803921,11,28,0.393,28,37,0.757,12,28,40,28,9,7,11,17
Mon_Mar_4_2024_Sacramento Kings,2023-10-27,Sacramento Kings,109,6,Chicago Bulls,113,-3,1.67,2.27,0,-4,240,41,92,0.446,30,55,0.5454545454545454,11,37,0.297,16,18,0.889,20,31,51,29,6,6,18,22,42,84,0.5,31,52,0.5961538461538461,11,32,0.344,18,22,0.818,7,25,32,28,9,2,10,17
Mon_Mar_4_2024_Utah Jazz,2023-10-25,Utah Jazz,127,0,Washington Wizards,115,-16,2.04,1.8,1,12,240,49,101,0.485,33,61,0.5409836065573771,16,40,0.4,13,15,0.867,11,40,51,29,6,9,13,16,40,94,0.426,24,56,0.42857142857142855,16,38,0.421,19,23,0.826,10,33,43,26,6,3,15,15
Mon_May_13_2024_Cleveland Cavaliers,2023-10-27,Cleveland Cavaliers,102,5,Boston Celtics,109,17,1.74,2.15,0,-7,240,41,94,0.436,26,46,0.5652173913043478,15,48,0.313,5,7,0.714,8,24,32,26,8,3,8,17,38,78,0.487,26,46,0.5652173913043478,12,32,0.375,21,24,0.875,10,38,48,15,6,4,15,12
Mon_May_13_2024_Dallas Mavericks,2023-10-29,Oklahoma City Thunder,100,8,Dallas Mavericks,96,9,2.39,1.61,1,4,240,35,92,0.38,28,65,0.4307692307692308,7,27,0.259,23,24,0.958,12,33,45,18,8,9,8,20,36,88,0.409,24,53,0.4528301886792453,12,35,0.343,12,23,0.522,12,35,47,26,4,13,14,18
Mon_May_27_2024_Indiana Pacers,2023-10-27,Boston Celtics,105,18,Indiana Pacers,102,6,1.28,3.79,1,3,240,40,89,0.449,26,45,0.5777777777777777,14,44,0.318,11,14,0.786,12,32,44,22,10,6,13,18,40,87,0.46,30,58,0.5172413793103449,10,29,0.345,12,16,0.75,13,34,47,24,5,4,14,19
Mon_May_6_2024_Denver Nuggets,2023-10-24,Denver Nuggets,80,9,Minnesota Timberwolves,106,3,1.51,2.63,0,-26,240,29,83,0.349,20,53,0.37735849056603776,9,30,0.3,13,18,0.722,18,32,50,16,6,6,19,14,42,84,0.5,29,51,0.5686274509803921,13,33,0.394,9,14,0.643,10,32,42,28,11,12,12,20
Mon_May_6_2024_New York Knicks,2023-10-25,Indiana Pacers,117,5,New York Knicks,121,9,1.51,2.61,0,-4,240,46,88,0.523,36,62,0.5806451612903226,10,26,0.385,15,19,0.789,7,25,32,32,9,5,8,22,44,82,0.537,33,59,0.559322033898305,11,23,0.478,22,26,0.846,8,32,40,25,5,4,15,19
Mon_Nov_13_2023_Boston Celtics,2023-10-25,New York Knicks,98,8,Boston Celtics,114,19,2.44,1.58,0,-16,240,33,79,0.418,18,44,0.4090909090909091,15,35,0.429,17,24,0.708,12,25,37,17,5,2,12,16,40,79,0.506,21,36,0.5833333333333334,19,43,0.442,15,16,0.938,8,29,37,27,3,3,11,22
Mon_Nov_13_2023_Milwaukee Bucks,2023-10-25,Chicago Bulls,109,-4,Milwaukee Bucks,118,3,1.71,2.17,0,-9,240,38,100,0.38,24,58,0.41379310344827586,14,42,0.333,19,21,0.905,18,29,47,24,9,7,8,25,42,89,0.472,27,42,0.6428571428571429,15,47,0.319,19,27,0.704,13,40,53,23,3,5,17,23
Mon_Nov_13_2023_Sacramento Kings,2023-10-27,Sacramento Kings,132,7,Cleveland Cavaliers,120,4,1.67,2.27,1,12,240,49,83,0.59,29,41,0.7073170731707317,20,42,0.476,14,22,0.636,8,29,37,32,3,4,10,19,45,91,0.495,29,56,0.5178571428571429,16,35,0.457,14,17,0.824,14,25,39,24,3,1,11,18
Mon_Nov_13_2023_Toronto Raptors,2023-10-25,Toronto Raptors,111,-14,Washington Wizards,107,-17,1.86,1.94,1,4,240,45,90,0.5,41,70,0.5857142857142857,4,20,0.2,17,25,0.68,16,32,48,28,11,4,19,13,43,84,0.512,31,58,0.5344827586206896,12,26,0.462,9,12,0.75,8,30,38,32,11,5,22,22
Mon_Nov_20_2023_Charlotte Hornets,2023-10-25,Charlotte Hornets,121,-17,Boston Celtics,118,18,2.47,1.57,1,3,265,46,104,0.442,33,65,0.5076923076923077,13,39,0.333,16,17,0.941,17,40,57,29,9,7,13,18,42,97,0.433,26,47,0.5531914893617021,16,50,0.32,18,28,0.643,11,37,48,19,6,8,15,15
Mon_Nov_20_2023_Chicago Bulls,2023-10-25,Miami Heat,118,4,Chicago Bulls,100,-5,1.22,4.37,1,18,240,42,84,0.5,25,49,0.5102040816326531,17,35,0.486,17,20,0.85,9,34,43,31,7,1,10,19,37,81,0.457,26,44,0.5909090909090909,11,37,0.297,15,16,0.938,7,29,36,21,2,7,11,16
Mon_Nov_20_2023_Detroit Pistons,2023-10-24,Denver Nuggets,107,10,Detroit Pistons,103,-16,1.51,2.63,1,4,240,40,87,0.46,29,59,0.4915254237288136,11,28,0.393,16,21,0.762,11,32,43,30,7,8,14,17,36,81,0.444,29,60,0.48333333333333334,7,21,0.333,24,26,0.923,11,32,43,21,7,5,18,24
Mon_Nov_20_2023_Golden State Warriors,2023-10-24,Golden State Warriors,121,7,Houston Rockets,116,7,1.69,2.21,1,5,240,36,77,0.468,15,34,0.4411764705882353,21,43,0.488,28,33,0.848,8,35,43,26,3,1,8,21,44,95,0.463,31,54,0.5740740740740741,13,41,0.317,15,19,0.789,15,33,48,28,6,3,8,24
Mon_Nov_20_2023_Minnesota Timberwolves,2023-10-28,Minnesota Timberwolves,117,4,New York Knicks,100,7,1.48,2.65,1,17,240,41,80,0.513,30,46,0.6521739130434783,11,34,0.324,24,32,0.75,7,37,44,30,7,7,14,26,32,92,0.348,23,54,0.42592592592592593,9,38,0.237,27,34,0.794,17,33,50,16,8,3,10,23
Mon_Nov_20_2023_New Orleans Pelicans,2023-10-28,New Orleans Pelicans,129,4,Sacramento Kings,93,6,1.68,2.25,1,36,240,50,92,0.543,38,64,0.59375,12,28,0.429,17,21,0.81,10,45,55,38,8,6,12,19,33,87,0.379,22,42,0.5238095238095238,11,45,0.244,16,24,0.667,9,27,36,27,4,5,13,21
Mon_Nov_20_2023_San Antonio Spurs,2023-10-25,Los Angeles Clippers,124,7,San Antonio Spurs,99,-8,1.23,4.31,1,25,240,45,95,0.474,33,59,0.559322033898305,12,36,0.333,22,25,0.88,10,41,51,30,15,3,7,10,39,90,0.433,29,52,0.5576923076923077,10,38,0.263,11,14,0.786,13,36,49,23,4,7,16,17
Mon_Nov_20_2023_Washington Wizards,2023-10-26,Milwaukee Bucks,142,4,Washington Wizards,129,-18,1.4,2.99,1,13,240,55,94,0.585,44,65,0.676923076923077,11,29,0.379,21,28,0.75,16,39,55,33,3,6,15,13,55,99,0.556,45,70,0.6428571428571429,10,29,0.345,9,11,0.818,5,21,26,29,6,4,4,19
Mon_Nov_27_2023_Detroit Pistons,2023-10-28,Detroit Pistons,107,-17,Washington Wizards,126,-17,2.17,1.72,0,-19,240,43,102,0.422,35,64,0.546875,8,38,0.211,13,19,0.684,18,31,49,29,7,11,17,22,45,89,0.506,35,60,0.5833333333333334,10,29,0.345,26,28,0.929,6,40,46,29,8,6,16,19
Mon_Nov_27_2023_Indiana Pacers,2023-10-25,Indiana Pacers,110,4,Portland Trail Blazers,114,-12,1.51,2.61,0,-4,240,42,88,0.477,34,55,0.6181818181818182,8,33,0.242,18,24,0.75,10,32,42,26,10,6,20,24,40,85,0.471,31,67,0.4626865671641791,9,18,0.5,25,31,0.806,9,29,38,20,6,4,16,21
Mon_Nov_27_2023_Los Angeles Clippers,2023-10-25,Los Angeles Clippers,104,6,Denver Nuggets,113,11,1.23,4.31,0,-9,240,35,85,0.412,29,65,0.4461538461538462,6,20,0.3,28,34,0.824,16,33,49,18,6,9,13,23,44,92,0.478,34,70,0.4857142857142857,10,22,0.455,15,28,0.536,18,34,52,28,8,6,11,22
Mon_Nov_27_2023_Philadelphia 76ers,2023-10-29,Philadelphia 76ers,138,5,Los Angeles Lakers,94,1,1.24,4.21,1,44,240,47,93,0.505,25,47,0.5319148936170213,22,46,0.478,22,26,0.846,15,33,48,33,11,2,7,17,39,83,0.47,32,55,0.5818181818181818,7,28,0.25,9,13,0.692,6,26,32,23,3,4,17,18
Mon_Nov_27_2023_Utah Jazz,2023-10-25,Utah Jazz,114,1,New Orleans Pelicans,112,3,2.04,1.8,1,2,240,37,88,0.42,20,40,0.5,17,48,0.354,23,28,0.821,9,34,43,31,6,4,10,23,44,88,0.5,37,66,0.5606060606060606,7,22,0.318,17,25,0.68,11,37,48,27,5,1,8,25
Mon_Nov_6_2023_Brooklyn Nets,2023-10-26,Milwaukee Bucks,129,5,Brooklyn Nets,125,-4,1.4,2.99,1,4,240,46,96,0.479,30,48,0.625,16,48,0.333,21,24,0.875,12,36,48,26,6,2,10,13,49,101,0.485,33,56,0.5892857142857143,16,45,0.356,11,13,0.846,11,35,46,22,2,4,8,16
Mon_Nov_6_2023_Chicago Bulls,2023-10-25,Chicago Bulls,130,-4,Utah Jazz,113,0,1.71,2.17,1,17,240,48,93,0.516,30,59,0.5084745762711864,18,34,0.529,16,19,0.842,10,26,36,26,12,3,8,18,41,86,0.477,25,43,0.5813953488372093,16,43,0.372,15,17,0.882,17,35,52,32,1,7,23,20
Mon_Nov_6_2023_Denver Nuggets,2023-10-28,New Orleans Pelicans,116,2,Denver Nuggets,134,12,1.68,2.25,0,-18,240,45,90,0.5,32,60,0.5333333333333333,13,30,0.433,13,15,0.867,8,30,38,24,6,2,13,18,51,95,0.537,36,56,0.6428571428571429,15,39,0.385,17,23,0.739,11,34,45,37,6,5,10,16
Mon_Nov_6_2023_Detroit Pistons,2023-10-24,Golden State Warriors,120,8,Detroit Pistons,109,-18,1.69,2.21,1,11,240,46,97,0.474,34,56,0.6071428571428571,12,41,0.293,16,21,0.762,17,27,44,26,8,4,11,14,38,80,0.475,25,50,0.5,13,30,0.433,20,21,0.952,7,32,39,23,8,2,16,20
Mon_Nov_6_2023_Houston Rockets,2023-10-27,Sacramento Kings,97,5,Houston Rockets,122,8,1.67,2.27,0,-25,240,36,81,0.444,22,41,0.5365853658536586,14,40,0.35,11,20,0.55,12,22,34,22,5,2,15,22,43,75,0.573,28,44,0.6363636363636364,15,31,0.484,21,27,0.778,5,34,39,28,8,4,11,19
Mon_Nov_6_2023_Indiana Pacers,2023-10-25,San Antonio Spurs,111,-9,Indiana Pacers,152,5,2.64,1.51,0,-41,240,40,94,0.426,32,68,0.47058823529411764,8,26,0.308,23,30,0.767,12,24,36,26,7,5,11,15,55,95,0.579,35,57,0.6140350877192983,20,38,0.526,22,23,0.957,9,40,49,38,7,4,15,24
Mon_Nov_6_2023_Miami Heat,2023-10-25,Miami Heat,108,5,Los Angeles Lakers,107,0,1.22,4.37,1,1,240,41,88,0.466,29,51,0.5686274509803921,12,37,0.324,14,16,0.875,11,33,44,30,11,4,18,14,44,81,0.543,36,55,0.6545454545454545,8,26,0.308,11,14,0.786,5,33,38,28,6,5,17,17
Mon_Nov_6_2023_Minnesota Timberwolves,2023-10-28,Minnesota Timberwolves,114,5,Boston Celtics,109,17,1.48,2.65,1,5,265,44,85,0.518,31,48,0.6458333333333334,13,37,0.351,13,25,0.52,6,39,45,26,7,5,24,26,36,92,0.391,25,53,0.4716981132075472,11,39,0.282,26,34,0.765,11,34,45,20,13,2,18,26
Mon_Nov_6_2023_New York Knicks,2023-10-25,New York Knicks,111,8,Los Angeles Clippers,97,5,2.44,1.58,1,14,240,41,88,0.466,29,57,0.5087719298245614,12,31,0.387,17,18,0.944,18,30,48,28,13,1,20,13,36,73,0.493,25,41,0.6097560975609756,11,32,0.344,14,16,0.875,7,24,31,21,8,3,22,15
Mon_Nov_6_2023_Oklahoma City Thunder,2023-10-29,Oklahoma City Thunder,126,9,Atlanta Hawks,117,-8,2.39,1.61,1,9,240,45,94,0.479,31,59,0.5254237288135594,14,35,0.4,22,23,0.957,11,38,49,27,7,7,13,22,38,102,0.373,24,60,0.4,14,42,0.333,27,32,0.844,25,34,59,27,8,3,15,16
Mon_Nov_6_2023_Orlando Magic,2023-10-25,Orlando Magic,102,1,Dallas Mavericks,117,10,1.55,2.52,0,-15,240,40,85,0.471,32,58,0.5517241379310345,8,27,0.296,14,18,0.778,6,32,38,27,6,4,21,24,41,82,0.5,26,42,0.6190476190476191,15,40,0.375,20,28,0.714,5,26,31,21,9,6,15,20
Mon_Nov_6_2023_Philadelphia 76ers,2023-10-28,Washington Wizards,128,-18,Philadelphia 76ers,146,6,1.91,1.91,0,-18,240,49,96,0.51,35,62,0.5645161290322581,14,34,0.412,16,20,0.8,10,28,38,31,6,10,19,26,51,91,0.56,39,60,0.65,12,31,0.387,32,36,0.889,10,35,45,37,12,7,16,15
Mon_Oct_30_2023_Atlanta Hawks,2023-10-28,Minnesota Timberwolves,113,4,Atlanta Hawks,127,-7,1.48,2.65,0,-14,240,44,90,0.489,28,57,0.49122807017543857,16,33,0.485,9,15,0.6,10,28,38,24,5,5,14,17,48,86,0.558,34,56,0.6071428571428571,14,30,0.467,17,18,0.944,4,32,36,28,6,7,11,12
Mon_Oct_30_2023_Charlotte Hornets,2023-10-25,Charlotte Hornets,121,-18,Brooklyn Nets,133,-3,2.47,1.57,0,-12,240,47,96,0.49,39,65,0.6,8,31,0.258,19,20,0.95,8,31,39,33,8,5,10,23,49,87,0.563,37,54,0.6851851851851852,12,33,0.364,23,32,0.719,10,36,46,25,4,8,14,19
