Date,Start (ET),Visitor Team,Visitor PTS,Home Team,Home PTS,Box Score URL,Attendance,LOG,Arena
"Sat, Dec 4, 2021",10:00p,Los Angeles Clippers,99,Sacramento Kings,104,https://www.basketball-reference.com/boxscores/202112040SAC.html,"15,004",2:28,Golden 1 Center
"Sun, Dec 5, 2021",3:30p,Utah Jazz,109,Cleveland Cavaliers,108,https://www.basketball-reference.com/boxscores/202112050CLE.html,"18,113",2:01,Rocket Mortgage Fieldhouse
"Sun, Dec 5, 2021",6:00p,Charlotte Hornets,130,Atlanta Hawks,127,https://www.basketball-reference.com/boxscores/202112050ATL.html,"16,383",2:06,State Farm Arena
"Sun, Dec 5, 2021",6:00p,Washington Wizards,90,Toronto Raptors,102,https://www.basketball-reference.com/boxscores/202112050TOR.html,"19,800",2:06,Scotiabank Arena
"Sun, Dec 5, 2021",7:00p,New Orleans Pelicans,108,Houston Rockets,118,https://www.basketball-reference.com/boxscores/202112050HOU.html,"14,771",2:19,Toyota Center
"Mon, Dec 6, 2021",7:00p,Philadelphia 76ers,127,Charlotte Hornets,124,https://www.basketball-reference.com/boxscores/202112060CHO.html,"14,462",2:29,Spectrum Center
"Mon, Dec 6, 2021",7:00p,Oklahoma City Thunder,114,Detroit Pistons,103,https://www.basketball-reference.com/boxscores/202112060DET.html,"10,522",2:12,Little Caesars Arena
"Mon, Dec 6, 2021",7:00p,Washington Wizards,110,Indiana Pacers,116,https://www.basketball-reference.com/boxscores/202112060IND.html,"12,581",2:11,Gainbridge Fieldhouse
"Mon, Dec 6, 2021",7:30p,Memphis Grizzlies,105,Miami Heat,90,https://www.basketball-reference.com/boxscores/202112060MIA.html,"19,600",2:19,FTX Arena
"Mon, Dec 6, 2021",8:00p,Denver Nuggets,97,Chicago Bulls,109,https://www.basketball-reference.com/boxscores/202112060CHI.html,"21,236",2:08,United Center
"Mon, Dec 6, 2021",8:00p,Cleveland Cavaliers,104,Milwaukee Bucks,112,https://www.basketball-reference.com/boxscores/202112060MIL.html,"17,341",2:08,Fiserv Forum
"Mon, Dec 6, 2021",8:00p,Atlanta Hawks,121,Minnesota Timberwolves,110,https://www.basketball-reference.com/boxscores/202112060MIN.html,"15,736",2:05,Target Center
"Mon, Dec 6, 2021",9:00p,San Antonio Spurs,104,Phoenix Suns,108,https://www.basketball-reference.com/boxscores/202112060PHO.html,"15,292",2:17,Phoenix Suns Arena
"Mon, Dec 6, 2021",10:00p,Orlando Magic,95,Golden State Warriors,126,https://www.basketball-reference.com/boxscores/202112060GSW.html,"18,064",2:10,Chase Center
"Mon, Dec 6, 2021",10:00p,Los Angeles Clippers,102,Portland Trail Blazers,90,https://www.basketball-reference.com/boxscores/202112060POR.html,"15,865",2:12,Moda Center
"Tue, Dec 7, 2021",7:30p,Brooklyn Nets,102,Dallas Mavericks,99,https://www.basketball-reference.com/boxscores/202112070DAL.html,"19,559",2:22,American Airlines Center
"Tue, Dec 7, 2021",8:30p,New York Knicks,121,San Antonio Spurs,109,https://www.basketball-reference.com/boxscores/202112070SAS.html,"14,698",2:03,AT&T Center
"Tue, Dec 7, 2021",10:00p,Boston Celtics,102,Los Angeles Lakers,117,https://www.basketball-reference.com/boxscores/202112070LAL.html,"18,997",2:19,Crypto.com Arena
"Wed, Dec 8, 2021",7:00p,Philadelphia 76ers,110,Charlotte Hornets,106,https://www.basketball-reference.com/boxscores/202112080CHO.html,"15,709",2:30,Spectrum Center
"Wed, Dec 8, 2021",7:00p,Chicago Bulls,92,Cleveland Cavaliers,115,https://www.basketball-reference.com/boxscores/202112080CLE.html,"17,707",2:09,Rocket Mortgage Fieldhouse
"Wed, Dec 8, 2021",7:00p,Washington Wizards,119,Detroit Pistons,116,https://www.basketball-reference.com/boxscores/202112080DET.html,"10,499",2:44,Little Caesars Arena
"Wed, Dec 8, 2021",7:00p,New York Knicks,102,Indiana Pacers,122,https://www.basketball-reference.com/boxscores/202112080IND.html,"13,167",2:08,Gainbridge Fieldhouse
"Wed, Dec 8, 2021",7:30p,Milwaukee Bucks,104,Miami Heat,113,https://www.basketball-reference.com/boxscores/202112080MIA.html,"19,600",2:21,FTX Arena
"Wed, Dec 8, 2021",7:30p,Oklahoma City Thunder,110,Toronto Raptors,109,https://www.basketball-reference.com/boxscores/202112080TOR.html,"19,800",2:05,Scotiabank Arena
"Wed, Dec 8, 2021",8:00p,Brooklyn Nets,104,Houston Rockets,114,https://www.basketball-reference.com/boxscores/202112080HOU.html,"15,834",2:23,Toyota Center
"Wed, Dec 8, 2021",8:00p,Dallas Mavericks,104,Memphis Grizzlies,96,https://www.basketball-reference.com/boxscores/202112080MEM.html,"14,025",2:21,FedEx Forum
"Wed, Dec 8, 2021",8:00p,Utah Jazz,136,Minnesota Timberwolves,104,https://www.basketball-reference.com/boxscores/202112080MIN.html,"15,181",2:09,Target Center
"Wed, Dec 8, 2021",8:00p,Denver Nuggets,120,New Orleans Pelicans,114,https://www.basketball-reference.com/boxscores/202112080NOP.html,"15,035",2:24,Smoothie King Center
"Wed, Dec 8, 2021",10:00p,Portland Trail Blazers,94,Golden State Warriors,104,https://www.basketball-reference.com/boxscores/202112080GSW.html,"18,064",2:20,Chase Center
"Wed, Dec 8, 2021",10:00p,Orlando Magic,130,Sacramento Kings,142,https://www.basketball-reference.com/boxscores/202112080SAC.html,"14,364",2:16,Golden 1 Center
"Wed, Dec 8, 2021",10:30p,Boston Celtics,111,Los Angeles Clippers,114,https://www.basketball-reference.com/boxscores/202112080LAC.html,"17,064",2:31,Crypto.com Arena
"Thu, Dec 9, 2021",7:00p,Utah Jazz,118,Philadelphia 76ers,96,https://www.basketball-reference.com/boxscores/202112090PHI.html,"20,272",2:08,Wells Fargo Center
"Thu, Dec 9, 2021",8:00p,Los Angeles Lakers,95,Memphis Grizzlies,108,https://www.basketball-reference.com/boxscores/202112090MEM.html,"16,334",2:06,FedEx Forum
"Thu, Dec 9, 2021",8:30p,Denver Nuggets,111,San Antonio Spurs,123,https://www.basketball-reference.com/boxscores/202112090SAS.html,"12,855",2:05,AT&T Center
"Fri, Dec 10, 2021",7:00p,Sacramento Kings,123,Charlotte Hornets,124,https://www.basketball-reference.com/boxscores/202112100CHO.html,"16,335",2:15,Spectrum Center
"Fri, Dec 10, 2021",7:00p,Dallas Mavericks,93,Indiana Pacers,106,https://www.basketball-reference.com/boxscores/202112100IND.html,"12,618",2:03,Gainbridge Fieldhouse
"Fri, Dec 10, 2021",7:30p,Brooklyn Nets,113,Atlanta Hawks,105,https://www.basketball-reference.com/boxscores/202112100ATL.html,"17,074",2:21,State Farm Arena
"Fri, Dec 10, 2021",7:30p,New York Knicks,87,Toronto Raptors,90,https://www.basketball-reference.com/boxscores/202112100TOR.html,"19,800",2:09,Scotiabank Arena
"Fri, Dec 10, 2021",8:00p,Milwaukee Bucks,123,Houston Rockets,114,https://www.basketball-reference.com/boxscores/202112100HOU.html,"16,319",2:21,Toyota Center
"Fri, Dec 10, 2021",8:00p,Cleveland Cavaliers,123,Minnesota Timberwolves,106,https://www.basketball-reference.com/boxscores/202112100MIN.html,"15,694",2:11,Target Center
"Fri, Dec 10, 2021",8:00p,Detroit Pistons,93,New Orleans Pelicans,109,https://www.basketball-reference.com/boxscores/202112100NOP.html,"15,828",2:06,Smoothie King Center
"Fri, Dec 10, 2021",8:00p,Los Angeles Lakers,116,Oklahoma City Thunder,95,https://www.basketball-reference.com/boxscores/202112100OKC.html,"16,523",2:05,Paycom Center
"Fri, Dec 10, 2021",10:00p,Boston Celtics,90,Phoenix Suns,111,https://www.basketball-reference.com/boxscores/202112100PHO.html,"17,071",2:08,Phoenix Suns Arena
"Sat, Dec 11, 2021",3:30p,Orlando Magic,104,Los Angeles Clippers,106,https://www.basketball-reference.com/boxscores/202112110LAC.html,"17,156",2:04,Crypto.com Arena
"Sat, Dec 11, 2021",7:00p,Utah Jazz,123,Washington Wizards,98,https://www.basketball-reference.com/boxscores/202112110WAS.html,"17,575",2:08,Capital One Arena
"Sat, Dec 11, 2021",8:00p,Sacramento Kings,103,Cleveland Cavaliers,117,https://www.basketball-reference.com/boxscores/202112110CLE.html,"19,432",2:11,Rocket Mortgage Fieldhouse
"Sat, Dec 11, 2021",8:00p,Houston Rockets,106,Memphis Grizzlies,113,https://www.basketball-reference.com/boxscores/202112110MEM.html,"17,794",2:24,FedEx Forum
"Sat, Dec 11, 2021",8:00p,Chicago Bulls,92,Miami Heat,118,https://www.basketball-reference.com/boxscores/202112110MIA.html,"19,731",2:08,FTX Arena
"Sat, Dec 11, 2021",8:30p,Golden State Warriors,93,Philadelphia 76ers,102,https://www.basketball-reference.com/boxscores/202112110PHI.html,"21,016",2:18,Wells Fargo Center
"Sat, Dec 11, 2021",8:30p,Denver Nuggets,127,San Antonio Spurs,112,https://www.basketball-reference.com/boxscores/202112110SAS.html,"14,607",2:12,AT&T Center
"Sun, Dec 12, 2021",12:00p,Milwaukee Bucks,112,New York Knicks,97,https://www.basketball-reference.com/boxscores/202112120NYK.html,"19,812",2:01,Madison Square Garden (IV)
"Sun, Dec 12, 2021",6:00p,Brooklyn Nets,116,Detroit Pistons,104,https://www.basketball-reference.com/boxscores/202112120DET.html,"15,289",2:17,Little Caesars Arena
"Sun, Dec 12, 2021",7:00p,Dallas Mavericks,103,Oklahoma City Thunder,84,https://www.basketball-reference.com/boxscores/202112120OKC.html,"15,747",2:04,Paycom Center
"Sun, Dec 12, 2021",7:00p,New Orleans Pelicans,97,San Antonio Spurs,112,https://www.basketball-reference.com/boxscores/202112120SAS.html,"14,990",2:04,AT&T Center
"Sun, Dec 12, 2021",9:00p,Minnesota Timberwolves,116,Portland Trail Blazers,111,https://www.basketball-reference.com/boxscores/202112120POR.html,"16,591",2:22,Moda Center
"Sun, Dec 12, 2021",9:30p,Orlando Magic,94,Los Angeles Lakers,106,https://www.basketball-reference.com/boxscores/202112120LAL.html,"18,997",2:11,Crypto.com Arena
"Mon, Dec 13, 2021",7:00p,Miami Heat,94,Cleveland Cavaliers,105,https://www.basketball-reference.com/boxscores/202112130CLE.html,"17,401",2:08,Rocket Mortgage Fieldhouse
"Mon, Dec 13, 2021",7:00p,Golden State Warriors,102,Indiana Pacers,100,https://www.basketball-reference.com/boxscores/202112130IND.html,"17,018",2:24,Gainbridge Fieldhouse
"Mon, Dec 13, 2021",7:00p,Sacramento Kings,101,Toronto Raptors,124,https://www.basketball-reference.com/boxscores/202112130TOR.html,"19,463",1:57,Scotiabank Arena
"Mon, Dec 13, 2021",7:30p,Houston Rockets,132,Atlanta Hawks,126,https://www.basketball-reference.com/boxscores/202112130ATL.html,"14,456",2:23,State Farm Arena
"Mon, Dec 13, 2021",7:30p,Milwaukee Bucks,103,Boston Celtics,117,https://www.basketball-reference.com/boxscores/202112130BOS.html,"19,156",2:10,TD Garden
"Mon, Dec 13, 2021",8:00p,Philadelphia 76ers,91,Memphis Grizzlies,126,https://www.basketball-reference.com/boxscores/202112130MEM.html,"13,420",2:05,FedEx Forum
"Mon, Dec 13, 2021",8:30p,Charlotte Hornets,96,Dallas Mavericks,120,https://www.basketball-reference.com/boxscores/202112130DAL.html,"19,213",2:05,American Airlines Center
"Mon, Dec 13, 2021",9:00p,Washington Wizards,107,Denver Nuggets,113,https://www.basketball-reference.com/boxscores/202112130DEN.html,"14,632",2:14,Ball Arena
"Mon, Dec 13, 2021",10:30p,Phoenix Suns,95,Los Angeles Clippers,111,https://www.basketball-reference.com/boxscores/202112130LAC.html,"17,909",2:12,Crypto.com Arena
"Tue, Dec 14, 2021",7:30p,Toronto Raptors,129,Brooklyn Nets,131,https://www.basketball-reference.com/boxscores/202112140BRK.html,"17,325",2:26,Barclays Center
"Tue, Dec 14, 2021",7:30p,Golden State Warriors,105,New York Knicks,96,https://www.basketball-reference.com/boxscores/202112140NYK.html,"19,812",2:19,Madison Square Garden (IV)
"Tue, Dec 14, 2021",10:00p,Phoenix Suns,111,Portland Trail Blazers,107,https://www.basketball-reference.com/boxscores/202112140POR.html,"16,184",2:35,Moda Center
"Wed, Dec 15, 2021",7:00p,Houston Rockets,89,Cleveland Cavaliers,124,https://www.basketball-reference.com/boxscores/202112150CLE.html,"17,131",2:12,Rocket Mortgage Fieldhouse
"Wed, Dec 15, 2021",7:00p,Atlanta Hawks,111,Orlando Magic,99,https://www.basketball-reference.com/boxscores/202112150ORL.html,"13,576",2:04,Amway Center
"Wed, Dec 15, 2021",7:00p,Miami Heat,101,Philadelphia 76ers,96,https://www.basketball-reference.com/boxscores/202112150PHI.html,"20,389",2:13,Wells Fargo Center
"Wed, Dec 15, 2021",7:30p,Los Angeles Lakers,107,Dallas Mavericks,104,https://www.basketball-reference.com/boxscores/202112150DAL.html,"20,270",2:35,American Airlines Center
"Wed, Dec 15, 2021",8:00p,Indiana Pacers,99,Milwaukee Bucks,114,https://www.basketball-reference.com/boxscores/202112150MIL.html,"17,341",1:59,Fiserv Forum
"Wed, Dec 15, 2021",8:00p,New Orleans Pelicans,113,Oklahoma City Thunder,110,https://www.basketball-reference.com/boxscores/202112150OKC.html,"13,253",2:26,Paycom Center
"Wed, Dec 15, 2021",8:30p,Charlotte Hornets,131,San Antonio Spurs,115,https://www.basketball-reference.com/boxscores/202112150SAS.html,"14,354",2:05,AT&T Center
"Wed, Dec 15, 2021",9:00p,Minnesota Timberwolves,124,Denver Nuggets,107,https://www.basketball-reference.com/boxscores/202112150DEN.html,"15,365",2:08,Ball Arena
"Wed, Dec 15, 2021",10:00p,Memphis Grizzlies,113,Portland Trail Blazers,103,https://www.basketball-reference.com/boxscores/202112150POR.html,"15,773",2:20,Moda Center
"Wed, Dec 15, 2021",10:00p,Washington Wizards,105,Sacramento Kings,119,https://www.basketball-reference.com/boxscores/202112150SAC.html,"13,806",2:16,Golden 1 Center
"Wed, Dec 15, 2021",10:00p,Los Angeles Clippers,103,Utah Jazz,124,https://www.basketball-reference.com/boxscores/202112150UTA.html,"18,306",2:14,Vivint Smart Home Arena
"Thu, Dec 16, 2021",7:00p,Detroit Pistons,113,Indiana Pacers,122,https://www.basketball-reference.com/boxscores/202112160IND.html,"13,596",2:15,Gainbridge Fieldhouse
"Thu, Dec 16, 2021",7:30p,Philadelphia 76ers,105,Brooklyn Nets,114,https://www.basketball-reference.com/boxscores/202112160BRK.html,"17,053",2:09,Barclays Center
"Thu, Dec 16, 2021",8:00p,New York Knicks,116,Houston Rockets,103,https://www.basketball-reference.com/boxscores/202112160HOU.html,"13,857",2:19,Toyota Center
"Thu, Dec 16, 2021",9:00p,Washington Wizards,98,Phoenix Suns,118,https://www.basketball-reference.com/boxscores/202112160PHO.html,"16,177",2:06,Phoenix Suns Arena
"Fri, Dec 17, 2021",7:00p,Miami Heat,115,Orlando Magic,105,https://www.basketball-reference.com/boxscores/202112170ORL.html,"14,103",2:06,Amway Center
"Fri, Dec 17, 2021",7:30p,Denver Nuggets,133,Atlanta Hawks,115,https://www.basketball-reference.com/boxscores/202112170ATL.html,"16,114",2:14,State Farm Arena
"Fri, Dec 17, 2021",7:30p,Golden State Warriors,111,Boston Celtics,107,https://www.basketball-reference.com/boxscores/202112170BOS.html,"19,156",2:29,TD Garden
"Fri, Dec 17, 2021",8:00p,Milwaukee Bucks,112,New Orleans Pelicans,116,https://www.basketball-reference.com/boxscores/202112170NOP.html,"15,504",2:22,Smoothie King Center
"Fri, Dec 17, 2021",9:00p,San Antonio Spurs,128,Utah Jazz,126,https://www.basketball-reference.com/boxscores/202112170UTA.html,"18,306",2:14,Vivint Smart Home Arena
"Fri, Dec 17, 2021",10:00p,Los Angeles Lakers,92,Minnesota Timberwolves,110,https://www.basketball-reference.com/boxscores/202112170MIN.html,"17,136",2:26,Target Center
"Fri, Dec 17, 2021",10:00p,Charlotte Hornets,116,Portland Trail Blazers,125,https://www.basketball-reference.com/boxscores/202112170POR.html,"18,399",2:08,Moda Center
"Fri, Dec 17, 2021",10:00p,Memphis Grizzlies,124,Sacramento Kings,105,https://www.basketball-reference.com/boxscores/202112170SAC.html,"14,659",2:13,Golden 1 Center
"Sat, Dec 18, 2021",12:00p,Houston Rockets,116,Detroit Pistons,107,https://www.basketball-reference.com/boxscores/202112180DET.html,"13,722",2:09,Little Caesars Arena
"Sat, Dec 18, 2021",7:00p,New York Knicks,107,Boston Celtics,114,https://www.basketball-reference.com/boxscores/202112180BOS.html,"19,156",2:10,TD Garden
"Sat, Dec 18, 2021",7:30p,Orlando Magic,100,Brooklyn Nets,93,https://www.basketball-reference.com/boxscores/202112180BRK.html,"16,292",2:06,Barclays Center
"Sat, Dec 18, 2021",7:30p,Golden State Warriors,100,Toronto Raptors,119,https://www.basketball-reference.com/boxscores/202112180TOR.html,"7,988",2:02,Scotiabank Arena
"Sat, Dec 18, 2021",8:00p,Los Angeles Clippers,103,Oklahoma City Thunder,104,https://www.basketball-reference.com/boxscores/202112180OKC.html,"15,123",2:09,Paycom Center
"Sat, Dec 18, 2021",9:00p,Cleveland Cavaliers,119,Milwaukee Bucks,90,https://www.basketball-reference.com/boxscores/202112180MIL.html,"17,341",2:00,Fiserv Forum
"Sat, Dec 18, 2021",9:00p,Washington Wizards,109,Utah Jazz,103,https://www.basketball-reference.com/boxscores/202112180UTA.html,"18,306",2:19,Vivint Smart Home Arena
"Sun, Dec 19, 2021",6:00p,Miami Heat,90,Detroit Pistons,100,https://www.basketball-reference.com/boxscores/202112190DET.html,"15,188",2:22,Little Caesars Arena
"Sun, Dec 19, 2021",6:00p,Portland Trail Blazers,105,Memphis Grizzlies,100,https://www.basketball-reference.com/boxscores/202112190MEM.html,"15,977",2:22,FedEx Forum
"Sun, Dec 19, 2021",6:00p,San Antonio Spurs,114,Sacramento Kings,121,https://www.basketball-reference.com/boxscores/202112190SAC.html,"15,091",2:03,Golden 1 Center
"Sun, Dec 19, 2021",8:00p,Los Angeles Lakers,110,Chicago Bulls,115,https://www.basketball-reference.com/boxscores/202112190CHI.html,"21,560",2:19,United Center
"Sun, Dec 19, 2021",8:00p,Dallas Mavericks,105,Minnesota Timberwolves,111,https://www.basketball-reference.com/boxscores/202112190MIN.html,"16,127",2:26,Target Center
"Sun, Dec 19, 2021",8:00p,Charlotte Hornets,106,Phoenix Suns,137,https://www.basketball-reference.com/boxscores/202112190PHO.html,"17,071",2:03,Phoenix Suns Arena
"Mon, Dec 20, 2021",7:30p,Philadelphia 76ers,108,Boston Celtics,103,https://www.basketball-reference.com/boxscores/202112200BOS.html,"19,156",2:22,TD Garden
"Mon, Dec 20, 2021",8:00p,Houston Rockets,118,Chicago Bulls,133,https://www.basketball-reference.com/boxscores/202112200CHI.html,"21,150",2:06,United Center
"Mon, Dec 20, 2021",8:00p,Oklahoma City Thunder,102,Memphis Grizzlies,99,https://www.basketball-reference.com/boxscores/202112200MEM.html,"15,721",2:17,FedEx Forum
"Mon, Dec 20, 2021",9:00p,Charlotte Hornets,102,Utah Jazz,112,https://www.basketball-reference.com/boxscores/202112200UTA.html,"18,306",2:10,Vivint Smart Home Arena
"Mon, Dec 20, 2021",10:00p,Sacramento Kings,98,Golden State Warriors,113,https://www.basketball-reference.com/boxscores/202112200GSW.html,"18,064",2:03,Chase Center
"Mon, Dec 20, 2021",10:30p,San Antonio Spurs,116,Los Angeles Clippers,92,https://www.basketball-reference.com/boxscores/202112200LAC.html,"18,096",1:59,Crypto.com Arena
"Tue, Dec 21, 2021",7:30p,Indiana Pacers,96,Miami Heat,125,https://www.basketball-reference.com/boxscores/202112210MIA.html,"19,600",2:15,FTX Arena
"Tue, Dec 21, 2021",7:30p,Detroit Pistons,91,New York Knicks,105,https://www.basketball-reference.com/boxscores/202112210NYK.html,"17,906",2:06,Madison Square Garden (IV)
"Tue, Dec 21, 2021",8:00p,Portland Trail Blazers,97,New Orleans Pelicans,111,https://www.basketball-reference.com/boxscores/202112210NOP.html,"15,272",2:05,Smoothie King Center
"Tue, Dec 21, 2021",8:30p,Minnesota Timberwolves,102,Dallas Mavericks,114,https://www.basketball-reference.com/boxscores/202112210DAL.html,"20,056",2:17,American Airlines Center
"Tue, Dec 21, 2021",10:00p,Phoenix Suns,108,Los Angeles Lakers,90,https://www.basketball-reference.com/boxscores/202112210LAL.html,"18,997",2:17,Crypto.com Arena
"Wed, Dec 22, 2021",7:30p,Orlando Magic,104,Atlanta Hawks,98,https://www.basketball-reference.com/boxscores/202112220ATL.html,"15,299",2:14,State Farm Arena
"Wed, Dec 22, 2021",7:30p,Cleveland Cavaliers,101,Boston Celtics,111,https://www.basketball-reference.com/boxscores/202112220BOS.html,"19,156",2:13,TD Garden
"Wed, Dec 22, 2021",8:00p,Houston Rockets,106,Milwaukee Bucks,126,https://www.basketball-reference.com/boxscores/202112220MIL.html,"17,341",2:20,Fiserv Forum
"Wed, Dec 22, 2021",8:00p,Denver Nuggets,94,Oklahoma City Thunder,108,https://www.basketball-reference.com/boxscores/202112220OKC.html,"14,932",2:07,Paycom Center
"Wed, Dec 22, 2021",10:00p,Los Angeles Clippers,105,Sacramento Kings,89,https://www.basketball-reference.com/boxscores/202112220SAC.html,"15,386",2:05,Golden 1 Center
"Thu, Dec 23, 2021",7:00p,Houston Rockets,106,Indiana Pacers,118,https://www.basketball-reference.com/boxscores/202112230IND.html,"15,089",2:11,Gainbridge Fieldhouse
"Thu, Dec 23, 2021",7:00p,New Orleans Pelicans,110,Orlando Magic,104,https://www.basketball-reference.com/boxscores/202112230ORL.html,"13,954",2:17,Amway Center
"Thu, Dec 23, 2021",7:00p,Atlanta Hawks,98,Philadelphia 76ers,96,https://www.basketball-reference.com/boxscores/202112230PHI.html,"20,408",2:15,Wells Fargo Center
"Thu, Dec 23, 2021",7:30p,Detroit Pistons,112,Miami Heat,115,https://www.basketball-reference.com/boxscores/202112230MIA.html,"19,600",2:18,FTX Arena
"Thu, Dec 23, 2021",7:30p,Washington Wizards,124,New York Knicks,117,https://www.basketball-reference.com/boxscores/202112230NYK.html,"18,208",2:15,Madison Square Garden (IV)
"Thu, Dec 23, 2021",8:30p,Milwaukee Bucks,102,Dallas Mavericks,95,https://www.basketball-reference.com/boxscores/202112230DAL.html,"19,654",2:12,American Airlines Center
"Thu, Dec 23, 2021",9:00p,Charlotte Hornets,115,Denver Nuggets,107,https://www.basketball-reference.com/boxscores/202112230DEN.html,"17,003",2:11,Ball Arena
"Thu, Dec 23, 2021",9:00p,Oklahoma City Thunder,101,Phoenix Suns,113,https://www.basketball-reference.com/boxscores/202112230PHO.html,"17,071",2:06,Phoenix Suns Arena
"Thu, Dec 23, 2021",9:00p,Minnesota Timberwolves,116,Utah Jazz,128,https://www.basketball-reference.com/boxscores/202112230UTA.html,"18,306",2:09,Vivint Smart Home Arena
"Thu, Dec 23, 2021",10:00p,Memphis Grizzlies,104,Golden State Warriors,113,https://www.basketball-reference.com/boxscores/202112230GSW.html,"18,064",2:17,Chase Center
"Thu, Dec 23, 2021",10:30p,San Antonio Spurs,138,Los Angeles Lakers,110,https://www.basketball-reference.com/boxscores/202112230LAL.html,"18,997",2:25,Crypto.com Arena
"Sat, Dec 25, 2021",12:00p,Atlanta Hawks,87,New York Knicks,101,https://www.basketball-reference.com/boxscores/202112250NYK.html,"19,812",2:15,Madison Square Garden (IV)
"Sat, Dec 25, 2021",2:30p,Boston Celtics,113,Milwaukee Bucks,117,https://www.basketball-reference.com/boxscores/202112250MIL.html,"17,341",2:29,Fiserv Forum
"Sat, Dec 25, 2021",5:00p,Golden State Warriors,116,Phoenix Suns,107,https://www.basketball-reference.com/boxscores/202112250PHO.html,"17,071",2:18,Phoenix Suns Arena
"Sat, Dec 25, 2021",8:00p,Brooklyn Nets,122,Los Angeles Lakers,115,https://www.basketball-reference.com/boxscores/202112250LAL.html,"18,997",2:35,Crypto.com Arena
"Sat, Dec 25, 2021",10:30p,Dallas Mavericks,116,Utah Jazz,120,https://www.basketball-reference.com/boxscores/202112250UTA.html,"18,306",2:39,Vivint Smart Home Arena
"Sun, Dec 26, 2021",3:30p,Orlando Magic,83,Miami Heat,93,https://www.basketball-reference.com/boxscores/202112260MIA.html,"19,600",2:05,FTX Arena
"Sun, Dec 26, 2021",6:00p,Toronto Raptors,99,Cleveland Cavaliers,144,https://www.basketball-reference.com/boxscores/202112260CLE.html,"19,432",1:57,Rocket Mortgage Fieldhouse
"Sun, Dec 26, 2021",6:00p,Memphis Grizzlies,127,Sacramento Kings,102,https://www.basketball-reference.com/boxscores/202112260SAC.html,"15,685",2:15,Golden 1 Center
"Sun, Dec 26, 2021",6:00p,Philadelphia 76ers,117,Washington Wizards,96,https://www.basketball-reference.com/boxscores/202112260WAS.html,"16,767",2:22,Capital One Arena
"Sun, Dec 26, 2021",7:00p,New Orleans Pelicans,112,Oklahoma City Thunder,117,https://www.basketball-reference.com/boxscores/202112260OKC.html,"15,608",2:19,Paycom Center
"Sun, Dec 26, 2021",7:00p,Detroit Pistons,109,San Antonio Spurs,144,https://www.basketball-reference.com/boxscores/202112260SAS.html,"14,715",2:26,AT&T Center
"Sun, Dec 26, 2021",8:00p,Indiana Pacers,105,Chicago Bulls,113,https://www.basketball-reference.com/boxscores/202112260CHI.html,"20,475",2:09,United Center
"Sun, Dec 26, 2021",9:00p,Denver Nuggets,103,Los Angeles Clippers,100,https://www.basketball-reference.com/boxscores/202112260LAC.html,"17,759",2:10,Crypto.com Arena
"Mon, Dec 27, 2021",7:00p,Houston Rockets,99,Charlotte Hornets,123,https://www.basketball-reference.com/boxscores/202112270CHO.html,"19,349",2:00,Spectrum Center
"Mon, Dec 27, 2021",7:30p,Chicago Bulls,130,Atlanta Hawks,118,https://www.basketball-reference.com/boxscores/202112270ATL.html,"17,049",2:06,State Farm Arena
"Mon, Dec 27, 2021",8:00p,Boston Celtics,103,Minnesota Timberwolves,108,https://www.basketball-reference.com/boxscores/202112270MIN.html,"15,962",2:10,Target Center
"Mon, Dec 27, 2021",8:30p,Utah Jazz,110,San Antonio Spurs,104,https://www.basketball-reference.com/boxscores/202112270SAS.html,"16,255",2:09,AT&T Center
"Mon, Dec 27, 2021",9:00p,Memphis Grizzlies,114,Phoenix Suns,113,https://www.basketball-reference.com/boxscores/202112270PHO.html,"17,071",2:16,Phoenix Suns Arena
"Mon, Dec 27, 2021",10:00p,Dallas Mavericks,132,Portland Trail Blazers,117,https://www.basketball-reference.com/boxscores/202112270POR.html,"18,430",2:24,Moda Center
"Mon, Dec 27, 2021",10:30p,Brooklyn Nets,124,Los Angeles Clippers,108,https://www.basketball-reference.com/boxscores/202112270LAC.html,"17,128",2:09,Crypto.com Arena
"Tue, Dec 28, 2021",7:00p,Milwaukee Bucks,127,Orlando Magic,110,https://www.basketball-reference.com/boxscores/202112280ORL.html,"16,696",2:17,Amway Center
"Tue, Dec 28, 2021",7:30p,Washington Wizards,112,Miami Heat,119,https://www.basketball-reference.com/boxscores/202112280MIA.html,"19,600",2:07,FTX Arena
"Tue, Dec 28, 2021",7:30p,Philadelphia 76ers,114,Toronto Raptors,109,https://www.basketball-reference.com/boxscores/202112280TOR.html,"6,960",2:22,Scotiabank Arena
"Tue, Dec 28, 2021",8:00p,Los Angeles Lakers,132,Houston Rockets,123,https://www.basketball-reference.com/boxscores/202112280HOU.html,"18,104",2:20,Toyota Center
"Tue, Dec 28, 2021",8:00p,New York Knicks,96,Minnesota Timberwolves,88,https://www.basketball-reference.com/boxscores/202112280MIN.html,"16,339",2:14,Target Center
"Tue, Dec 28, 2021",8:00p,Cleveland Cavaliers,104,New Orleans Pelicans,108,https://www.basketball-reference.com/boxscores/202112280NOP.html,"15,835",2:12,Smoothie King Center
"Tue, Dec 28, 2021",10:00p,Denver Nuggets,89,Golden State Warriors,86,https://www.basketball-reference.com/boxscores/202112280GSW.html,"18,064",2:19,Chase Center
