Date,Start (ET),Visitor Team,Visitor PTS,Home Team,Home PTS,Box Score URL,Attendance,LOG,Arena
"Fri, Dec 2, 2022",7:30p,Miami Heat,120,Boston Celtics,116,https://www.basketball-reference.com/boxscores/202212020BOS.html,"19,156",2:33,TD Garden
"Fri, Dec 2, 2022",7:30p,Toronto Raptors,105,Brooklyn Nets,114,https://www.basketball-reference.com/boxscores/202212020BRK.html,"17,732",2:17,Barclays Center
"Fri, Dec 2, 2022",7:30p,Orlando Magic,96,Cleveland Cavaliers,107,https://www.basketball-reference.com/boxscores/202212020CLE.html,"19,432",2:09,Rocket Mortgage Fieldhouse
"Fri, Dec 2, 2022",7:30p,Los Angeles Lakers,133,Milwaukee Bucks,129,https://www.basketball-reference.com/boxscores/202212020MIL.html,"17,938",2:21,Fiserv Forum
"Fri, Dec 2, 2022",8:00p,Philadelphia 76ers,109,Memphis Grizzlies,117,https://www.basketball-reference.com/boxscores/202212020MEM.html,"17,022",2:13,FedEx Forum
"Fri, Dec 2, 2022",8:00p,New Orleans Pelicans,117,San Antonio Spurs,99,https://www.basketball-reference.com/boxscores/202212020SAS.html,"17,202",2:05,AT&T Center
"Fri, Dec 2, 2022",9:00p,Houston Rockets,122,Phoenix Suns,121,https://www.basketball-reference.com/boxscores/202212020PHO.html,"17,071",2:17,Footprint Center
"Fri, Dec 2, 2022",9:00p,Indiana Pacers,119,Utah Jazz,139,https://www.basketball-reference.com/boxscores/202212020UTA.html,"18,206",2:28,Vivint Arena
"Fri, Dec 2, 2022",10:00p,Chicago Bulls,111,Golden State Warriors,119,https://www.basketball-reference.com/boxscores/202212020GSW.html,"18,064",2:24,Chase Center
"Sat, Dec 3, 2022",12:30p,Dallas Mavericks,121,New York Knicks,100,https://www.basketball-reference.com/boxscores/202212030NYK.html,"18,319",2:03,Madison Square Garden (IV)
"Sat, Dec 3, 2022",4:00p,Sacramento Kings,123,Los Angeles Clippers,96,https://www.basketball-reference.com/boxscores/202212030LAC.html,"16,587",2:16,Crypto.com Arena
"Sat, Dec 3, 2022",6:00p,Milwaukee Bucks,105,Charlotte Hornets,96,https://www.basketball-reference.com/boxscores/202212030CHO.html,"18,128",2:15,Spectrum Center
"Sat, Dec 3, 2022",8:00p,Oklahoma City Thunder,135,Minnesota Timberwolves,128,https://www.basketball-reference.com/boxscores/202212030MIN.html,"17,136",2:31,Target Center
"Sat, Dec 3, 2022",8:00p,Orlando Magic,108,Toronto Raptors,121,https://www.basketball-reference.com/boxscores/202212030TOR.html,"19,800",2:12,Scotiabank Arena
"Sat, Dec 3, 2022",8:30p,Houston Rockets,101,Golden State Warriors,120,https://www.basketball-reference.com/boxscores/202212030GSW.html,"18,064",2:05,Chase Center
"Sat, Dec 3, 2022",9:00p,Portland Trail Blazers,116,Utah Jazz,111,https://www.basketball-reference.com/boxscores/202212030UTA.html,"18,206",2:15,Vivint Arena
"Sun, Dec 4, 2022",3:30p,Denver Nuggets,106,New Orleans Pelicans,121,https://www.basketball-reference.com/boxscores/202212040NOP.html,"15,658",2:19,Smoothie King Center
"Sun, Dec 4, 2022",4:00p,Phoenix Suns,133,San Antonio Spurs,95,https://www.basketball-reference.com/boxscores/202212040SAS.html,"16,409",2:08,AT&T Center
"Sun, Dec 4, 2022",6:00p,Boston Celtics,103,Brooklyn Nets,92,https://www.basketball-reference.com/boxscores/202212040BRK.html,"18,043",2:07,Barclays Center
"Sun, Dec 4, 2022",6:00p,Memphis Grizzlies,122,Detroit Pistons,112,https://www.basketball-reference.com/boxscores/202212040DET.html,"20,088",2:13,Little Caesars Arena
"Sun, Dec 4, 2022",6:00p,Cleveland Cavaliers,81,New York Knicks,92,https://www.basketball-reference.com/boxscores/202212040NYK.html,"19,007",2:11,Madison Square Garden (IV)
"Sun, Dec 4, 2022",6:00p,Chicago Bulls,101,Sacramento Kings,110,https://www.basketball-reference.com/boxscores/202212040SAC.html,"17,611",2:09,Golden 1 Center
"Sun, Dec 4, 2022",6:00p,Los Angeles Lakers,130,Washington Wizards,119,https://www.basketball-reference.com/boxscores/202212040WAS.html,"19,647",2:09,Capital One Arena
"Sun, Dec 4, 2022",9:00p,Indiana Pacers,100,Portland Trail Blazers,116,https://www.basketball-reference.com/boxscores/202212040POR.html,"17,479",2:07,Moda Center
"Mon, Dec 5, 2022",7:00p,Los Angeles Clippers,119,Charlotte Hornets,117,https://www.basketball-reference.com/boxscores/202212050CHO.html,"13,945",2:08,Spectrum Center
"Mon, Dec 5, 2022",7:00p,Milwaukee Bucks,109,Orlando Magic,102,https://www.basketball-reference.com/boxscores/202212050ORL.html,"16,174",2:18,Amway Center
"Mon, Dec 5, 2022",7:30p,Oklahoma City Thunder,121,Atlanta Hawks,114,https://www.basketball-reference.com/boxscores/202212050ATL.html,"16,301",2:13,State Farm Arena
"Mon, Dec 5, 2022",7:30p,Boston Celtics,116,Toronto Raptors,110,https://www.basketball-reference.com/boxscores/202212050TOR.html,"19,800",2:11,Scotiabank Arena
"Mon, Dec 5, 2022",8:00p,Philadelphia 76ers,123,Houston Rockets,132,https://www.basketball-reference.com/boxscores/202212050HOU.html,"15,331",2:57,Toyota Center
"Mon, Dec 5, 2022",8:00p,Miami Heat,93,Memphis Grizzlies,101,https://www.basketball-reference.com/boxscores/202212050MEM.html,"16,122",2:07,FedEx Forum
"Mon, Dec 5, 2022",8:30p,Phoenix Suns,111,Dallas Mavericks,130,https://www.basketball-reference.com/boxscores/202212050DAL.html,"20,227",2:09,American Airlines Center
"Mon, Dec 5, 2022",10:00p,Indiana Pacers,112,Golden State Warriors,104,https://www.basketball-reference.com/boxscores/202212050GSW.html,"18,064",2:15,Chase Center
"Tue, Dec 6, 2022",7:30p,Los Angeles Lakers,102,Cleveland Cavaliers,116,https://www.basketball-reference.com/boxscores/202212060CLE.html,"19,432",2:13,Rocket Mortgage Fieldhouse
"Tue, Dec 6, 2022",7:30p,Detroit Pistons,116,Miami Heat,96,https://www.basketball-reference.com/boxscores/202212060MIA.html,"19,600",2:09,Kaseya Center
"Tue, Dec 6, 2022",10:00p,Dallas Mavericks,116,Denver Nuggets,115,https://www.basketball-reference.com/boxscores/202212060DEN.html,"19,520",2:30,Ball Arena
"Wed, Dec 7, 2022",7:00p,Los Angeles Clippers,111,Orlando Magic,116,https://www.basketball-reference.com/boxscores/202212070ORL.html,"14,429",2:41,Amway Center
"Wed, Dec 7, 2022",7:30p,Charlotte Hornets,116,Brooklyn Nets,122,https://www.basketball-reference.com/boxscores/202212070BRK.html,"16,903",2:11,Barclays Center
"Wed, Dec 7, 2022",7:30p,Atlanta Hawks,89,New York Knicks,113,https://www.basketball-reference.com/boxscores/202212070NYK.html,"18,091",2:20,Madison Square Garden (IV)
"Wed, Dec 7, 2022",7:30p,Los Angeles Lakers,113,Toronto Raptors,126,https://www.basketball-reference.com/boxscores/202212070TOR.html,"19,800",2:11,Scotiabank Arena
"Wed, Dec 7, 2022",8:00p,Washington Wizards,111,Chicago Bulls,115,https://www.basketball-reference.com/boxscores/202212070CHI.html,"19,265",2:17,United Center
"Wed, Dec 7, 2022",8:00p,Oklahoma City Thunder,102,Memphis Grizzlies,123,https://www.basketball-reference.com/boxscores/202212070MEM.html,"15,942",2:03,FedEx Forum
"Wed, Dec 7, 2022",8:00p,Sacramento Kings,113,Milwaukee Bucks,126,https://www.basketball-reference.com/boxscores/202212070MIL.html,"17,341",2:09,Fiserv Forum
"Wed, Dec 7, 2022",8:00p,Indiana Pacers,115,Minnesota Timberwolves,121,https://www.basketball-reference.com/boxscores/202212070MIN.html,"15,472",2:18,Target Center
"Wed, Dec 7, 2022",8:00p,Detroit Pistons,98,New Orleans Pelicans,104,https://www.basketball-reference.com/boxscores/202212070NOP.html,"14,073",2:14,Smoothie King Center
"Wed, Dec 7, 2022",9:00p,Golden State Warriors,123,Utah Jazz,124,https://www.basketball-reference.com/boxscores/202212070UTA.html,"18,206",2:16,Vivint Arena
"Wed, Dec 7, 2022",10:00p,Boston Celtics,125,Phoenix Suns,98,https://www.basketball-reference.com/boxscores/202212070PHO.html,"17,071",2:02,Footprint Center
"Thu, Dec 8, 2022",7:30p,Los Angeles Clippers,110,Miami Heat,115,https://www.basketball-reference.com/boxscores/202212080MIA.html,"19,600",2:09,Kaseya Center
"Thu, Dec 8, 2022",8:30p,Houston Rockets,109,San Antonio Spurs,118,https://www.basketball-reference.com/boxscores/202212080SAS.html,"13,140",2:06,AT&T Center
"Thu, Dec 8, 2022",10:00p,Denver Nuggets,121,Portland Trail Blazers,120,https://www.basketball-reference.com/boxscores/202212080POR.html,"18,189",2:13,Moda Center
"Fri, Dec 9, 2022",7:00p,New York Knicks,121,Charlotte Hornets,102,https://www.basketball-reference.com/boxscores/202212090CHO.html,"17,696",2:15,Spectrum Center
"Fri, Dec 9, 2022",7:00p,Washington Wizards,111,Indiana Pacers,121,https://www.basketball-reference.com/boxscores/202212090IND.html,"15,039",2:18,Gainbridge Fieldhouse
"Fri, Dec 9, 2022",7:00p,Toronto Raptors,109,Orlando Magic,113,https://www.basketball-reference.com/boxscores/202212090ORL.html,"17,008",2:11,Amway Center
"Fri, Dec 9, 2022",7:30p,Atlanta Hawks,116,Brooklyn Nets,120,https://www.basketball-reference.com/boxscores/202212090BRK.html,"18,072",2:15,Barclays Center
"Fri, Dec 9, 2022",7:30p,Sacramento Kings,106,Cleveland Cavaliers,95,https://www.basketball-reference.com/boxscores/202212090CLE.html,"19,432",2:16,Rocket Mortgage Fieldhouse
"Fri, Dec 9, 2022",7:30p,Los Angeles Lakers,122,Philadelphia 76ers,133,https://www.basketball-reference.com/boxscores/202212090PHI.html,"20,852",2:43,Wells Fargo Center
"Fri, Dec 9, 2022",8:00p,Detroit Pistons,103,Memphis Grizzlies,114,https://www.basketball-reference.com/boxscores/202212090MEM.html,"17,103",2:15,FedEx Forum
"Fri, Dec 9, 2022",8:30p,Phoenix Suns,117,New Orleans Pelicans,128,https://www.basketball-reference.com/boxscores/202212090NOP.html,"16,381",2:11,Smoothie King Center
"Fri, Dec 9, 2022",9:00p,Minnesota Timberwolves,118,Utah Jazz,108,https://www.basketball-reference.com/boxscores/202212090UTA.html,"18,206",2:08,Vivint Arena
"Fri, Dec 9, 2022",10:00p,Milwaukee Bucks,106,Dallas Mavericks,105,https://www.basketball-reference.com/boxscores/202212090DAL.html,"20,277",2:27,American Airlines Center
"Sat, Dec 10, 2022",5:00p,San Antonio Spurs,115,Miami Heat,111,https://www.basketball-reference.com/boxscores/202212100MIA.html,"19,600",2:20,Kaseya Center
"Sat, Dec 10, 2022",7:00p,Brooklyn Nets,136,Indiana Pacers,133,https://www.basketball-reference.com/boxscores/202212100IND.html,"14,280",2:29,Gainbridge Fieldhouse
"Sat, Dec 10, 2022",7:00p,Los Angeles Clippers,114,Washington Wizards,107,https://www.basketball-reference.com/boxscores/202212100WAS.html,"18,404",2:17,Capital One Arena
"Sat, Dec 10, 2022",7:30p,Oklahoma City Thunder,102,Cleveland Cavaliers,110,https://www.basketball-reference.com/boxscores/202212100CLE.html,"19,432",2:06,Rocket Mortgage Fieldhouse
"Sat, Dec 10, 2022",8:00p,Dallas Mavericks,115,Chicago Bulls,144,https://www.basketball-reference.com/boxscores/202212100CHI.html,"19,528",2:02,United Center
"Sat, Dec 10, 2022",8:30p,Boston Celtics,107,Golden State Warriors,123,https://www.basketball-reference.com/boxscores/202212100GSW.html,"18,064",2:14,Chase Center
"Sat, Dec 10, 2022",9:00p,Utah Jazz,110,Denver Nuggets,115,https://www.basketball-reference.com/boxscores/202212100DEN.html,"19,636",2:07,Ball Arena
"Sat, Dec 10, 2022",10:00p,Minnesota Timberwolves,118,Portland Trail Blazers,124,https://www.basketball-reference.com/boxscores/202212100POR.html,"18,324",2:23,Moda Center
"Sun, Dec 11, 2022",3:30p,Phoenix Suns,124,New Orleans Pelicans,129,https://www.basketball-reference.com/boxscores/202212110NOP.html,"18,681",2:36,Smoothie King Center
"Sun, Dec 11, 2022",6:00p,Los Angeles Lakers,124,Detroit Pistons,117,https://www.basketball-reference.com/boxscores/202212110DET.html,"20,190",2:10,Little Caesars Arena
"Sun, Dec 11, 2022",6:00p,Sacramento Kings,99,New York Knicks,112,https://www.basketball-reference.com/boxscores/202212110NYK.html,"19,812",2:17,Madison Square Garden (IV)
"Sun, Dec 11, 2022",6:00p,Toronto Raptors,99,Orlando Magic,111,https://www.basketball-reference.com/boxscores/202212110ORL.html,"16,891",2:24,Amway Center
"Sun, Dec 11, 2022",6:00p,Charlotte Hornets,113,Philadelphia 76ers,131,https://www.basketball-reference.com/boxscores/202212110PHI.html,"19,765",2:17,Wells Fargo Center
"Sun, Dec 11, 2022",6:30p,Chicago Bulls,122,Atlanta Hawks,123,https://www.basketball-reference.com/boxscores/202212110ATL.html,"17,227",2:39,State Farm Arena
"Sun, Dec 11, 2022",7:00p,Milwaukee Bucks,92,Houston Rockets,97,https://www.basketball-reference.com/boxscores/202212110HOU.html,"16,268",2:04,Toyota Center
"Mon, Dec 12, 2022",7:00p,Miami Heat,87,Indiana Pacers,82,https://www.basketball-reference.com/boxscores/202212120IND.html,"15,309",2:11,Gainbridge Fieldhouse
"Mon, Dec 12, 2022",7:00p,Brooklyn Nets,112,Washington Wizards,100,https://www.basketball-reference.com/boxscores/202212120WAS.html,"16,090",2:06,Capital One Arena
"Mon, Dec 12, 2022",8:00p,Atlanta Hawks,103,Memphis Grizzlies,128,https://www.basketball-reference.com/boxscores/202212120MEM.html,"16,544",2:05,FedEx Forum
"Mon, Dec 12, 2022",8:30p,Oklahoma City Thunder,114,Dallas Mavericks,121,https://www.basketball-reference.com/boxscores/202212120DAL.html,"19,877",2:16,American Airlines Center
"Mon, Dec 12, 2022",8:30p,Cleveland Cavaliers,111,San Antonio Spurs,112,https://www.basketball-reference.com/boxscores/202212120SAS.html,"13,434",2:12,AT&T Center
"Mon, Dec 12, 2022",10:00p,Minnesota Timberwolves,112,Portland Trail Blazers,133,https://www.basketball-reference.com/boxscores/202212120POR.html,"18,021",2:03,Moda Center
"Mon, Dec 12, 2022",10:30p,Boston Celtics,93,Los Angeles Clippers,113,https://www.basketball-reference.com/boxscores/202212120LAC.html,"19,068",2:16,Crypto.com Arena
"Tue, Dec 13, 2022",7:00p,Sacramento Kings,103,Philadelphia 76ers,123,https://www.basketball-reference.com/boxscores/202212130PHI.html,"19,768",2:14,Wells Fargo Center
"Tue, Dec 13, 2022",7:30p,Golden State Warriors,111,Milwaukee Bucks,128,https://www.basketball-reference.com/boxscores/202212130MIL.html,"17,628",2:22,Fiserv Forum
"Tue, Dec 13, 2022",8:00p,Phoenix Suns,97,Houston Rockets,111,https://www.basketball-reference.com/boxscores/202212130HOU.html,"15,128",2:11,Toyota Center
"Tue, Dec 13, 2022",9:00p,New Orleans Pelicans,100,Utah Jazz,121,https://www.basketball-reference.com/boxscores/202212130UTA.html,"18,206",2:14,Vivint Arena
"Tue, Dec 13, 2022",10:00p,Boston Celtics,122,Los Angeles Lakers,118,https://www.basketball-reference.com/boxscores/202212130LAL.html,"18,661",2:29,Crypto.com Arena
"Wed, Dec 14, 2022",7:00p,Detroit Pistons,141,Charlotte Hornets,134,https://www.basketball-reference.com/boxscores/202212140CHO.html,"14,303",2:36,Spectrum Center
"Wed, Dec 14, 2022",7:00p,Golden State Warriors,119,Indiana Pacers,125,https://www.basketball-reference.com/boxscores/202212140IND.html,"15,069",2:18,Gainbridge Fieldhouse
"Wed, Dec 14, 2022",7:00p,Atlanta Hawks,124,Orlando Magic,135,https://www.basketball-reference.com/boxscores/202212140ORL.html,"16,002",2:17,Amway Center
"Wed, Dec 14, 2022",7:30p,New York Knicks,128,Chicago Bulls,120,https://www.basketball-reference.com/boxscores/202212140CHI.html,"18,820",2:38,United Center
"Wed, Dec 14, 2022",7:30p,Sacramento Kings,124,Toronto Raptors,123,https://www.basketball-reference.com/boxscores/202212140TOR.html,"19,800",2:16,Scotiabank Arena
"Wed, Dec 14, 2022",8:00p,Miami Heat,110,Oklahoma City Thunder,108,https://www.basketball-reference.com/boxscores/202212140OKC.html,"14,783",2:09,Paycom Center
"Wed, Dec 14, 2022",8:00p,Portland Trail Blazers,128,San Antonio Spurs,112,https://www.basketball-reference.com/boxscores/202212140SAS.html,"13,657",2:08,AT&T Center
"Wed, Dec 14, 2022",9:00p,Cleveland Cavaliers,105,Dallas Mavericks,90,https://www.basketball-reference.com/boxscores/202212140DAL.html,"20,093",2:08,American Airlines Center
"Wed, Dec 14, 2022",9:00p,Washington Wizards,128,Denver Nuggets,141,https://www.basketball-reference.com/boxscores/202212140DEN.html,"19,550",2:17,Ball Arena
"Wed, Dec 14, 2022",10:00p,Minnesota Timberwolves,88,Los Angeles Clippers,99,https://www.basketball-reference.com/boxscores/202212140LAC.html,"14,063",2:20,Crypto.com Arena
"Thu, Dec 15, 2022",8:00p,Miami Heat,111,Houston Rockets,108,https://www.basketball-reference.com/boxscores/202212150HOU.html,"16,210",2:14,Toyota Center
"Thu, Dec 15, 2022",8:00p,Milwaukee Bucks,101,Memphis Grizzlies,142,https://www.basketball-reference.com/boxscores/202212150MEM.html,"17,794",2:14,FedEx Forum
"Thu, Dec 15, 2022",9:00p,New Orleans Pelicans,129,Utah Jazz,132,https://www.basketball-reference.com/boxscores/202212150UTA.html,"18,206",2:48,Vivint Arena
"Thu, Dec 15, 2022",10:30p,Phoenix Suns,111,Los Angeles Clippers,95,https://www.basketball-reference.com/boxscores/202212150LAC.html,"15,778",2:08,Crypto.com Arena
"Fri, Dec 16, 2022",7:00p,Atlanta Hawks,125,Charlotte Hornets,106,https://www.basketball-reference.com/boxscores/202212160CHO.html,"17,772",2:13,Spectrum Center
"Fri, Dec 16, 2022",7:00p,Sacramento Kings,122,Detroit Pistons,113,https://www.basketball-reference.com/boxscores/202212160DET.html,"17,892",2:19,Little Caesars Arena
"Fri, Dec 16, 2022",7:30p,Orlando Magic,117,Boston Celtics,109,https://www.basketball-reference.com/boxscores/202212160BOS.html,"19,156",2:26,TD Garden
"Fri, Dec 16, 2022",7:30p,Indiana Pacers,112,Cleveland Cavaliers,118,https://www.basketball-reference.com/boxscores/202212160CLE.html,"19,432",2:09,Rocket Mortgage Fieldhouse
"Fri, Dec 16, 2022",7:30p,Golden State Warriors,106,Philadelphia 76ers,118,https://www.basketball-reference.com/boxscores/202212160PHI.html,"20,567",2:14,Wells Fargo Center
"Fri, Dec 16, 2022",7:30p,Brooklyn Nets,119,Toronto Raptors,116,https://www.basketball-reference.com/boxscores/202212160TOR.html,"19,800",,Scotiabank Arena
"Fri, Dec 16, 2022",8:00p,New York Knicks,114,Chicago Bulls,91,https://www.basketball-reference.com/boxscores/202212160CHI.html,"19,661",2:07,United Center
"Fri, Dec 16, 2022",8:00p,Minnesota Timberwolves,112,Oklahoma City Thunder,110,https://www.basketball-reference.com/boxscores/202212160OKC.html,"14,885",2:17,Paycom Center
"Fri, Dec 16, 2022",8:30p,Portland Trail Blazers,110,Dallas Mavericks,130,https://www.basketball-reference.com/boxscores/202212160DAL.html,"20,191",2:09,American Airlines Center
"Fri, Dec 16, 2022",10:00p,Denver Nuggets,108,Los Angeles Lakers,126,https://www.basketball-reference.com/boxscores/202212160LAL.html,"18,505",2:21,Crypto.com Arena
"Sat, Dec 17, 2022",4:00p,Washington Wizards,93,Los Angeles Clippers,102,https://www.basketball-reference.com/boxscores/202212170LAC.html,"15,018",2:17,Crypto.com Arena
"Sat, Dec 17, 2022",5:00p,Miami Heat,111,San Antonio Spurs,101,https://www.basketball-reference.com/boxscores/202212170SAS.html,"20,160",2:33,Mexico City Arena
"Sat, Dec 17, 2022",8:00p,Dallas Mavericks,99,Cleveland Cavaliers,100,https://www.basketball-reference.com/boxscores/202212170CLE.html,"19,432",2:37,Rocket Mortgage Fieldhouse
"Sat, Dec 17, 2022",8:00p,Portland Trail Blazers,107,Houston Rockets,95,https://www.basketball-reference.com/boxscores/202212170HOU.html,"16,217",2:15,Toyota Center
"Sat, Dec 17, 2022",8:00p,Utah Jazz,97,Milwaukee Bucks,123,https://www.basketball-reference.com/boxscores/202212170MIL.html,"17,587",1:56,Fiserv Forum
"Sat, Dec 17, 2022",8:00p,Memphis Grizzlies,109,Oklahoma City Thunder,115,https://www.basketball-reference.com/boxscores/202212170OKC.html,"16,895",2:19,Paycom Center
"Sat, Dec 17, 2022",9:00p,New Orleans Pelicans,114,Phoenix Suns,118,https://www.basketball-reference.com/boxscores/202212170PHO.html,"17,071",2:19,Footprint Center
"Sun, Dec 18, 2022",3:00p,Orlando Magic,95,Boston Celtics,92,https://www.basketball-reference.com/boxscores/202212180BOS.html,"19,156",2:09,TD Garden
"Sun, Dec 18, 2022",5:00p,New York Knicks,109,Indiana Pacers,106,https://www.basketball-reference.com/boxscores/202212180IND.html,"14,513",2:25,Gainbridge Fieldhouse
"Sun, Dec 18, 2022",6:00p,Brooklyn Nets,124,Detroit Pistons,121,https://www.basketball-reference.com/boxscores/202212180DET.html,"19,488",2:18,Little Caesars Arena
"Sun, Dec 18, 2022",6:00p,Golden State Warriors,126,Toronto Raptors,110,https://www.basketball-reference.com/boxscores/202212180TOR.html,"19,800",2:19,Scotiabank Arena
"Sun, Dec 18, 2022",7:00p,Chicago Bulls,126,Minnesota Timberwolves,150,https://www.basketball-reference.com/boxscores/202212180MIN.html,"16,294",2:07,Target Center
"Sun, Dec 18, 2022",8:00p,Charlotte Hornets,115,Denver Nuggets,119,https://www.basketball-reference.com/boxscores/202212180DEN.html,"19,235",2:18,Ball Arena
"Sun, Dec 18, 2022",9:30p,Washington Wizards,117,Los Angeles Lakers,119,https://www.basketball-reference.com/boxscores/202212180LAL.html,"18,153",2:10,Crypto.com Arena
"Mon, Dec 19, 2022",7:00p,Utah Jazz,99,Cleveland Cavaliers,122,https://www.basketball-reference.com/boxscores/202212190CLE.html,"19,432",2:06,Rocket Mortgage Fieldhouse
"Mon, Dec 19, 2022",7:00p,Toronto Raptors,101,Philadelphia 76ers,104,https://www.basketball-reference.com/boxscores/202212190PHI.html,"20,408",2:30,Wells Fargo Center
"Mon, Dec 19, 2022",7:30p,Orlando Magic,125,Atlanta Hawks,126,https://www.basketball-reference.com/boxscores/202212190ATL.html,"17,809",2:19,State Farm Arena
"Mon, Dec 19, 2022",8:00p,San Antonio Spurs,124,Houston Rockets,105,https://www.basketball-reference.com/boxscores/202212190HOU.html,"15,928",2:09,Toyota Center
"Mon, Dec 19, 2022",8:00p,Dallas Mavericks,106,Minnesota Timberwolves,116,https://www.basketball-reference.com/boxscores/202212190MIN.html,"16,627",2:12,Target Center
"Mon, Dec 19, 2022",8:00p,Milwaukee Bucks,128,New Orleans Pelicans,119,https://www.basketball-reference.com/boxscores/202212190NOP.html,"18,271",2:21,Smoothie King Center
"Mon, Dec 19, 2022",8:00p,Portland Trail Blazers,121,Oklahoma City Thunder,123,https://www.basketball-reference.com/boxscores/202212190OKC.html,"14,672",2:18,Paycom Center
"Mon, Dec 19, 2022",9:00p,Los Angeles Lakers,104,Phoenix Suns,130,https://www.basketball-reference.com/boxscores/202212190PHO.html,"17,071",2:04,Footprint Center
"Mon, Dec 19, 2022",10:00p,Charlotte Hornets,125,Sacramento Kings,119,https://www.basketball-reference.com/boxscores/202212190SAC.html,"17,803",2:24,Golden 1 Center
"Tue, Dec 20, 2022",7:00p,Utah Jazz,126,Detroit Pistons,111,https://www.basketball-reference.com/boxscores/202212200DET.html,"15,622",2:06,Little Caesars Arena
"Tue, Dec 20, 2022",7:30p,Chicago Bulls,113,Miami Heat,103,https://www.basketball-reference.com/boxscores/202212200MIA.html,"19,969",2:04,Kaseya Center
"Tue, Dec 20, 2022",7:30p,Golden State Warriors,94,New York Knicks,132,https://www.basketball-reference.com/boxscores/202212200NYK.html,"19,812",2:14,Madison Square Garden (IV)
"Tue, Dec 20, 2022",9:00p,Washington Wizards,113,Phoenix Suns,110,https://www.basketball-reference.com/boxscores/202212200PHO.html,"17,071",2:19,Footprint Center
"Tue, Dec 20, 2022",10:00p,Memphis Grizzlies,91,Denver Nuggets,105,https://www.basketball-reference.com/boxscores/202212200DEN.html,"19,605",2:22,Ball Arena
"Wed, Dec 21, 2022",7:00p,Milwaukee Bucks,106,Cleveland Cavaliers,114,https://www.basketball-reference.com/boxscores/202212210CLE.html,"19,432",2:23,Rocket Mortgage Fieldhouse
"Wed, Dec 21, 2022",7:00p,Detroit Pistons,93,Philadelphia 76ers,113,https://www.basketball-reference.com/boxscores/202212210PHI.html,"20,615",2:13,Wells Fargo Center
"Wed, Dec 21, 2022",7:30p,Chicago Bulls,110,Atlanta Hawks,108,https://www.basketball-reference.com/boxscores/202212210ATL.html,"17,226",2:13,State Farm Arena
"Wed, Dec 21, 2022",7:30p,Indiana Pacers,117,Boston Celtics,112,https://www.basketball-reference.com/boxscores/202212210BOS.html,"19,156",2:10,TD Garden
"Wed, Dec 21, 2022",7:30p,Golden State Warriors,113,Brooklyn Nets,143,https://www.basketball-reference.com/boxscores/202212210BRK.html,"18,026",2:05,Barclays Center
"Wed, Dec 21, 2022",7:30p,Toronto Raptors,113,New York Knicks,106,https://www.basketball-reference.com/boxscores/202212210NYK.html,"19,294",2:15,Madison Square Garden (IV)
"Wed, Dec 21, 2022",8:00p,Orlando Magic,116,Houston Rockets,110,https://www.basketball-reference.com/boxscores/202212210HOU.html,"15,965",2:08,Toyota Center
"Wed, Dec 21, 2022",8:00p,Dallas Mavericks,104,Minnesota Timberwolves,99,https://www.basketball-reference.com/boxscores/202212210MIN.html,"16,164",2:08,Target Center
"Wed, Dec 21, 2022",8:00p,Portland Trail Blazers,98,Oklahoma City Thunder,101,https://www.basketball-reference.com/boxscores/202212210OKC.html,"15,107",2:11,Paycom Center
"Wed, Dec 21, 2022",10:00p,Los Angeles Lakers,120,Sacramento Kings,134,https://www.basketball-reference.com/boxscores/202212210SAC.html,"17,611",2:20,Golden 1 Center
"Wed, Dec 21, 2022",10:30p,Charlotte Hornets,105,Los Angeles Clippers,126,https://www.basketball-reference.com/boxscores/202212210LAC.html,"19,068",2:18,Crypto.com Arena
"Thu, Dec 22, 2022",8:00p,San Antonio Spurs,117,New Orleans Pelicans,126,https://www.basketball-reference.com/boxscores/202212220NOP.html,"16,417",2:13,Smoothie King Center
"Thu, Dec 22, 2022",9:00p,Washington Wizards,112,Utah Jazz,120,https://www.basketball-reference.com/boxscores/202212220UTA.html,"18,206",2:06,Vivint Arena
"Fri, Dec 23, 2022",7:00p,San Antonio Spurs,113,Orlando Magic,133,https://www.basketball-reference.com/boxscores/202212230ORL.html,"18,425",2:11,Amway Center
"Fri, Dec 23, 2022",7:00p,Los Angeles Clippers,114,Philadelphia 76ers,119,https://www.basketball-reference.com/boxscores/202212230PHI.html,"19,996",2:16,Wells Fargo Center
"Fri, Dec 23, 2022",7:30p,Detroit Pistons,105,Atlanta Hawks,130,https://www.basketball-reference.com/boxscores/202212230ATL.html,"17,028",2:08,State Farm Arena
"Fri, Dec 23, 2022",7:30p,Minnesota Timberwolves,109,Boston Celtics,121,https://www.basketball-reference.com/boxscores/202212230BOS.html,"19,156",2:07,TD Garden
"Fri, Dec 23, 2022",7:30p,Milwaukee Bucks,100,Brooklyn Nets,118,https://www.basketball-reference.com/boxscores/202212230BRK.html,"18,169",2:09,Barclays Center
"Fri, Dec 23, 2022",7:30p,Toronto Raptors,118,Cleveland Cavaliers,107,https://www.basketball-reference.com/boxscores/202212230CLE.html,"19,432",2:04,Rocket Mortgage Fieldhouse
"Fri, Dec 23, 2022",7:30p,Chicago Bulls,118,New York Knicks,117,https://www.basketball-reference.com/boxscores/202212230NYK.html,"19,812",2:14,Madison Square Garden (IV)
