Date,Start (ET),Visitor Team,Visitor PTS,Home Team,Home PTS,Box Score URL,Attendance,LOG,Arena
"Mon, Oct 24, 2022",10:00p,Denver Nuggets,110,Portland Trail Blazers,135,https://www.basketball-reference.com/boxscores/202210240POR.html,"18,111",2:11,Moda Center
"Tue, Oct 25, 2022",7:00p,Detroit Pistons,99,Washington Wizards,120,https://www.basketball-reference.com/boxscores/202210250WAS.html,"13,196",2:13,Capital One Arena
"Tue, Oct 25, 2022",7:30p,Dallas Mavericks,111,New Orleans Pelicans,113,https://www.basketball-reference.com/boxscores/202210250NOP.html,"14,020",2:17,Smoothie King Center
"Tue, Oct 25, 2022",8:00p,Los Angeles Clippers,94,Oklahoma City Thunder,108,https://www.basketball-reference.com/boxscores/202210250OKC.html,"13,105",2:05,Paycom Center
"Tue, Oct 25, 2022",10:00p,Golden State Warriors,105,Phoenix Suns,134,https://www.basketball-reference.com/boxscores/202210250PHO.html,"17,071",2:23,Footprint Center
"Wed, Oct 26, 2022",7:00p,Orlando Magic,92,Cleveland Cavaliers,103,https://www.basketball-reference.com/boxscores/202210260CLE.html,0,2:26,Rocket Mortgage Fieldhouse
"Wed, Oct 26, 2022",7:00p,Atlanta Hawks,118,Detroit Pistons,113,https://www.basketball-reference.com/boxscores/202210260DET.html,"17,987",2:19,Little Caesars Arena
"Wed, Oct 26, 2022",7:30p,Brooklyn Nets,99,Milwaukee Bucks,110,https://www.basketball-reference.com/boxscores/202210260MIL.html,"17,341",2:31,Fiserv Forum
"Wed, Oct 26, 2022",7:30p,Charlotte Hornets,131,New York Knicks,134,https://www.basketball-reference.com/boxscores/202210260NYK.html,"19,812",2:45,Madison Square Garden (IV)
"Wed, Oct 26, 2022",7:30p,Philadelphia 76ers,109,Toronto Raptors,119,https://www.basketball-reference.com/boxscores/202210260TOR.html,"19,800",2:02,Scotiabank Arena
"Wed, Oct 26, 2022",8:00p,Indiana Pacers,109,Chicago Bulls,124,https://www.basketball-reference.com/boxscores/202210260CHI.html,"18,306",2:26,United Center
"Wed, Oct 26, 2022",8:00p,San Antonio Spurs,122,Minnesota Timberwolves,134,https://www.basketball-reference.com/boxscores/202210260MIN.html,"16,165",2:05,Target Center
"Wed, Oct 26, 2022",9:00p,Houston Rockets,101,Utah Jazz,109,https://www.basketball-reference.com/boxscores/202210260UTA.html,"18,206",2:20,Vivint Arena
"Wed, Oct 26, 2022",10:00p,Los Angeles Lakers,99,Denver Nuggets,110,https://www.basketball-reference.com/boxscores/202210260DEN.html,"19,520",2:12,Ball Arena
"Wed, Oct 26, 2022",10:00p,Miami Heat,119,Portland Trail Blazers,98,https://www.basketball-reference.com/boxscores/202210260POR.html,"18,588",2:03,Moda Center
"Thu, Oct 27, 2022",7:30p,Dallas Mavericks,129,Brooklyn Nets,125,https://www.basketball-reference.com/boxscores/202210270BRK.html,"18,039",2:42,Barclays Center
"Thu, Oct 27, 2022",8:00p,Los Angeles Clippers,110,Oklahoma City Thunder,118,https://www.basketball-reference.com/boxscores/202210270OKC.html,"14,510",2:05,Paycom Center
"Thu, Oct 27, 2022",10:00p,Miami Heat,110,Golden State Warriors,123,https://www.basketball-reference.com/boxscores/202210270GSW.html,"18,064",2:04,Chase Center
"Thu, Oct 27, 2022",10:00p,Memphis Grizzlies,125,Sacramento Kings,110,https://www.basketball-reference.com/boxscores/202210270SAC.html,"15,511",2:08,Golden 1 Center
"Fri, Oct 28, 2022",7:00p,Atlanta Hawks,136,Detroit Pistons,112,https://www.basketball-reference.com/boxscores/202210280DET.html,"18,923",2:11,Little Caesars Arena
"Fri, Oct 28, 2022",7:00p,Charlotte Hornets,93,Orlando Magic,113,https://www.basketball-reference.com/boxscores/202210280ORL.html,"18,846",2:08,Amway Center
"Fri, Oct 28, 2022",7:30p,Cleveland Cavaliers,132,Boston Celtics,123,https://www.basketball-reference.com/boxscores/202210280BOS.html,"19,156",2:42,TD Garden
"Fri, Oct 28, 2022",7:30p,Philadelphia 76ers,112,Toronto Raptors,90,https://www.basketball-reference.com/boxscores/202210280TOR.html,"19,800",2:05,Scotiabank Arena
"Fri, Oct 28, 2022",7:30p,Indiana Pacers,127,Washington Wizards,117,https://www.basketball-reference.com/boxscores/202210280WAS.html,"13,463",2:25,Capital One Arena
"Fri, Oct 28, 2022",8:00p,New York Knicks,108,Milwaukee Bucks,119,https://www.basketball-reference.com/boxscores/202210280MIL.html,"17,341",2:25,Fiserv Forum
"Fri, Oct 28, 2022",8:00p,Los Angeles Lakers,102,Minnesota Timberwolves,111,https://www.basketball-reference.com/boxscores/202210280MIN.html,"17,136",2:28,Target Center
"Fri, Oct 28, 2022",8:30p,Chicago Bulls,124,San Antonio Spurs,129,https://www.basketball-reference.com/boxscores/202210280SAS.html,"16,562",2:17,AT&T Center
"Fri, Oct 28, 2022",9:00p,Utah Jazz,101,Denver Nuggets,117,https://www.basketball-reference.com/boxscores/202210280DEN.html,"19,560",2:07,Ball Arena
"Fri, Oct 28, 2022",10:00p,New Orleans Pelicans,111,Phoenix Suns,124,https://www.basketball-reference.com/boxscores/202210280PHO.html,"17,071",2:13,Footprint Center
"Fri, Oct 28, 2022",10:00p,Houston Rockets,111,Portland Trail Blazers,125,https://www.basketball-reference.com/boxscores/202210280POR.html,"19,082",2:11,Moda Center
"Sat, Oct 29, 2022",6:00p,Miami Heat,113,Sacramento Kings,119,https://www.basketball-reference.com/boxscores/202210290SAC.html,"14,618",2:31,Golden 1 Center
"Sat, Oct 29, 2022",7:00p,Golden State Warriors,113,Charlotte Hornets,120,https://www.basketball-reference.com/boxscores/202210290CHO.html,"19,079",2:26,Spectrum Center
"Sat, Oct 29, 2022",7:30p,Indiana Pacers,125,Brooklyn Nets,116,https://www.basketball-reference.com/boxscores/202210290BRK.html,"17,732",2:14,Barclays Center
"Sat, Oct 29, 2022",8:00p,Philadelphia 76ers,114,Chicago Bulls,109,https://www.basketball-reference.com/boxscores/202210290CHI.html,"19,010",2:25,United Center
"Sat, Oct 29, 2022",8:00p,Atlanta Hawks,115,Milwaukee Bucks,123,https://www.basketball-reference.com/boxscores/202210290MIL.html,"17,341",2:15,Fiserv Forum
"Sat, Oct 29, 2022",9:00p,Oklahoma City Thunder,117,Dallas Mavericks,111,https://www.basketball-reference.com/boxscores/202210290DAL.html,"20,307",2:38,American Airlines Center
"Sat, Oct 29, 2022",9:00p,Memphis Grizzlies,123,Utah Jazz,124,https://www.basketball-reference.com/boxscores/202210290UTA.html,"18,206",2:14,Vivint Arena
"Sun, Oct 30, 2022",3:00p,New Orleans Pelicans,112,Los Angeles Clippers,91,https://www.basketball-reference.com/boxscores/202210300LAC.html,"18,142",1:59,Crypto.com Arena
"Sun, Oct 30, 2022",6:00p,Washington Wizards,94,Boston Celtics,112,https://www.basketball-reference.com/boxscores/202210300BOS.html,"19,156",2:00,TD Garden
"Sun, Oct 30, 2022",6:00p,New York Knicks,108,Cleveland Cavaliers,121,https://www.basketball-reference.com/boxscores/202210300CLE.html,"19,432",2:13,Rocket Mortgage Fieldhouse
"Sun, Oct 30, 2022",6:00p,Golden State Warriors,114,Detroit Pistons,128,https://www.basketball-reference.com/boxscores/202210300DET.html,"20,190",2:19,Little Caesars Arena
"Sun, Oct 30, 2022",7:00p,Minnesota Timberwolves,98,San Antonio Spurs,107,https://www.basketball-reference.com/boxscores/202210300SAS.html,"15,053",2:14,AT&T Center
"Sun, Oct 30, 2022",7:30p,Orlando Magic,105,Dallas Mavericks,114,https://www.basketball-reference.com/boxscores/202210300DAL.html,"20,042",2:22,American Airlines Center
"Sun, Oct 30, 2022",9:00p,Houston Rockets,109,Phoenix Suns,124,https://www.basketball-reference.com/boxscores/202210300PHO.html,"17,071",2:22,Footprint Center
"Sun, Oct 30, 2022",9:30p,Denver Nuggets,110,Los Angeles Lakers,121,https://www.basketball-reference.com/boxscores/202210300LAL.html,"18,997",2:07,Crypto.com Arena
"Mon, Oct 31, 2022",7:00p,Sacramento Kings,115,Charlotte Hornets,108,https://www.basketball-reference.com/boxscores/202210310CHO.html,"12,020",2:19,Spectrum Center
"Mon, Oct 31, 2022",7:00p,Philadelphia 76ers,118,Washington Wizards,111,https://www.basketball-reference.com/boxscores/202210310WAS.html,"13,746",2:14,Capital One Arena
"Mon, Oct 31, 2022",7:30p,Indiana Pacers,109,Brooklyn Nets,116,https://www.basketball-reference.com/boxscores/202210310BRK.html,"15,770",2:20,Barclays Center
"Mon, Oct 31, 2022",7:30p,Atlanta Hawks,109,Toronto Raptors,139,https://www.basketball-reference.com/boxscores/202210310TOR.html,"19,800",2:13,Scotiabank Arena
"Mon, Oct 31, 2022",8:00p,Detroit Pistons,108,Milwaukee Bucks,110,https://www.basketball-reference.com/boxscores/202210310MIL.html,"17,341",2:21,Fiserv Forum
"Mon, Oct 31, 2022",9:00p,Memphis Grizzlies,105,Utah Jazz,121,https://www.basketball-reference.com/boxscores/202210310UTA.html,"18,206",2:16,Vivint Arena
"Mon, Oct 31, 2022",10:30p,Houston Rockets,93,Los Angeles Clippers,95,https://www.basketball-reference.com/boxscores/202210310LAC.html,"14,887",2:13,Crypto.com Arena
"Tue, Nov 1, 2022",7:30p,Chicago Bulls,108,Brooklyn Nets,99,https://www.basketball-reference.com/boxscores/202211010BRK.html,"17,732",2:16,Barclays Center
"Tue, Nov 1, 2022",7:30p,Golden State Warriors,109,Miami Heat,116,https://www.basketball-reference.com/boxscores/202211010MIA.html,"19,600",2:22,Kaseya Center
"Tue, Nov 1, 2022",8:00p,Orlando Magic,108,Oklahoma City Thunder,116,https://www.basketball-reference.com/boxscores/202211010OKC.html,"13,109",2:09,Paycom Center
"Tue, Nov 1, 2022",10:00p,Minnesota Timberwolves,107,Phoenix Suns,116,https://www.basketball-reference.com/boxscores/202211010PHO.html,"17,071",2:28,Footprint Center
"Wed, Nov 2, 2022",6:00p,Washington Wizards,121,Philadelphia 76ers,111,https://www.basketball-reference.com/boxscores/202211020PHI.html,"19,855",2:14,Wells Fargo Center
"Wed, Nov 2, 2022",7:30p,Boston Celtics,113,Cleveland Cavaliers,114,https://www.basketball-reference.com/boxscores/202211020CLE.html,"19,432",2:35,Rocket Mortgage Fieldhouse
"Wed, Nov 2, 2022",7:30p,Sacramento Kings,107,Miami Heat,110,https://www.basketball-reference.com/boxscores/202211020MIA.html,"19,600",2:13,Kaseya Center
"Wed, Nov 2, 2022",7:30p,Atlanta Hawks,112,New York Knicks,99,https://www.basketball-reference.com/boxscores/202211020NYK.html,"19,812",2:11,Madison Square Garden (IV)
"Wed, Nov 2, 2022",8:00p,Charlotte Hornets,88,Chicago Bulls,106,https://www.basketball-reference.com/boxscores/202211020CHI.html,"17,886",2:07,United Center
"Wed, Nov 2, 2022",8:00p,Los Angeles Clippers,109,Houston Rockets,101,https://www.basketball-reference.com/boxscores/202211020HOU.html,"15,860",2:08,Toyota Center
"Wed, Nov 2, 2022",8:00p,Detroit Pistons,91,Milwaukee Bucks,116,https://www.basketball-reference.com/boxscores/202211020MIL.html,"17,341",2:10,Fiserv Forum
"Wed, Nov 2, 2022",8:00p,Toronto Raptors,143,San Antonio Spurs,100,https://www.basketball-reference.com/boxscores/202211020SAS.html,"12,155",2:04,AT&T Center
"Wed, Nov 2, 2022",8:30p,Utah Jazz,100,Dallas Mavericks,103,https://www.basketball-reference.com/boxscores/202211020DAL.html,"19,877",2:07,American Airlines Center
"Wed, Nov 2, 2022",10:00p,Memphis Grizzlies,111,Portland Trail Blazers,106,https://www.basketball-reference.com/boxscores/202211020POR.html,"19,462",2:19,Moda Center
"Wed, Nov 2, 2022",10:30p,New Orleans Pelicans,117,Los Angeles Lakers,120,https://www.basketball-reference.com/boxscores/202211020LAL.html,"18,997",2:20,Crypto.com Arena
"Thu, Nov 3, 2022",7:00p,Golden State Warriors,129,Orlando Magic,130,https://www.basketball-reference.com/boxscores/202211030ORL.html,"18,846",2:29,Amway Center
"Thu, Nov 3, 2022",8:00p,Denver Nuggets,122,Oklahoma City Thunder,110,https://www.basketball-reference.com/boxscores/202211030OKC.html,"13,791",2:05,Paycom Center
"Fri, Nov 4, 2022",7:00p,Cleveland Cavaliers,112,Detroit Pistons,88,https://www.basketball-reference.com/boxscores/202211040DET.html,"18,744",2:07,Little Caesars Arena
"Fri, Nov 4, 2022",7:00p,Miami Heat,99,Indiana Pacers,101,https://www.basketball-reference.com/boxscores/202211040IND.html,"13,141",2:22,Gainbridge Fieldhouse
"Fri, Nov 4, 2022",7:00p,New York Knicks,106,Philadelphia 76ers,104,https://www.basketball-reference.com/boxscores/202211040PHI.html,"20,679",2:20,Wells Fargo Center
"Fri, Nov 4, 2022",7:00p,Brooklyn Nets,128,Washington Wizards,86,https://www.basketball-reference.com/boxscores/202211040WAS.html,"17,258",2:06,Capital One Arena
"Fri, Nov 4, 2022",7:30p,Chicago Bulls,119,Boston Celtics,123,https://www.basketball-reference.com/boxscores/202211040BOS.html,"19,156",2:31,TD Garden
"Fri, Nov 4, 2022",8:00p,Charlotte Hornets,99,Memphis Grizzlies,130,https://www.basketball-reference.com/boxscores/202211040MEM.html,"17,187",2:07,FedEx Forum
"Fri, Nov 4, 2022",8:00p,Los Angeles Clippers,113,San Antonio Spurs,106,https://www.basketball-reference.com/boxscores/202211040SAS.html,"12,603",,AT&T Center
"Fri, Nov 4, 2022",8:30p,Toronto Raptors,110,Dallas Mavericks,111,https://www.basketball-reference.com/boxscores/202211040DAL.html,"20,177",2:21,American Airlines Center
"Fri, Nov 4, 2022",8:30p,Golden State Warriors,105,New Orleans Pelicans,114,https://www.basketball-reference.com/boxscores/202211040NOP.html,"18,451",2:15,Smoothie King Center
"Fri, Nov 4, 2022",10:00p,Milwaukee Bucks,115,Minnesota Timberwolves,102,https://www.basketball-reference.com/boxscores/202211040MIN.html,"17,136",2:21,Target Center
"Fri, Nov 4, 2022",10:00p,Portland Trail Blazers,108,Phoenix Suns,106,https://www.basketball-reference.com/boxscores/202211040PHO.html,"17,071",2:14,Footprint Center
"Fri, Nov 4, 2022",10:30p,Utah Jazz,130,Los Angeles Lakers,116,https://www.basketball-reference.com/boxscores/202211040LAL.html,"18,997",2:09,Crypto.com Arena
"Sat, Nov 5, 2022",5:00p,Sacramento Kings,126,Orlando Magic,123,https://www.basketball-reference.com/boxscores/202211050ORL.html,"18,846",2:34,Amway Center
"Sat, Nov 5, 2022",7:00p,Brooklyn Nets,98,Charlotte Hornets,94,https://www.basketball-reference.com/boxscores/202211050CHO.html,"19,398",2:17,Spectrum Center
"Sat, Nov 5, 2022",7:30p,New Orleans Pelicans,121,Atlanta Hawks,124,https://www.basketball-reference.com/boxscores/202211050ATL.html,"17,654",2:32,State Farm Arena
"Sat, Nov 5, 2022",7:30p,Boston Celtics,133,New York Knicks,118,https://www.basketball-reference.com/boxscores/202211050NYK.html,"19,812",2:04,Madison Square Garden (IV)
"Sat, Nov 5, 2022",8:00p,Oklahoma City Thunder,94,Milwaukee Bucks,108,https://www.basketball-reference.com/boxscores/202211050MIL.html,"17,713",2:06,Fiserv Forum
"Sat, Nov 5, 2022",8:00p,Houston Rockets,117,Minnesota Timberwolves,129,https://www.basketball-reference.com/boxscores/202211050MIN.html,"16,412",2:16,Target Center
"Sat, Nov 5, 2022",9:00p,San Antonio Spurs,101,Denver Nuggets,126,https://www.basketball-reference.com/boxscores/202211050DEN.html,"19,641",1:59,Ball Arena
"Sat, Nov 5, 2022",10:00p,Portland Trail Blazers,82,Phoenix Suns,102,https://www.basketball-reference.com/boxscores/202211050PHO.html,"17,071",2:18,Footprint Center
"Sun, Nov 6, 2022",3:30p,Cleveland Cavaliers,114,Los Angeles Lakers,100,https://www.basketball-reference.com/boxscores/202211060LAL.html,"18,997",2:18,Crypto.com Arena
"Sun, Nov 6, 2022",6:00p,Washington Wizards,97,Memphis Grizzlies,103,https://www.basketball-reference.com/boxscores/202211060MEM.html,"16,877",2:07,FedEx Forum
"Sun, Nov 6, 2022",6:00p,Chicago Bulls,104,Toronto Raptors,113,https://www.basketball-reference.com/boxscores/202211060TOR.html,"19,800",2:03,Scotiabank Arena
"Sun, Nov 6, 2022",10:00p,Utah Jazz,110,Los Angeles Clippers,102,https://www.basketball-reference.com/boxscores/202211060LAC.html,"16,111",2:12,Crypto.com Arena
"Mon, Nov 7, 2022",7:00p,Washington Wizards,108,Charlotte Hornets,100,https://www.basketball-reference.com/boxscores/202211070CHO.html,"13,712",2:12,Spectrum Center
"Mon, Nov 7, 2022",7:15p,Houston Rockets,134,Orlando Magic,127,https://www.basketball-reference.com/boxscores/202211070ORL.html,"15,441",2:24,Amway Center
"Mon, Nov 7, 2022",7:30p,Oklahoma City Thunder,103,Detroit Pistons,112,https://www.basketball-reference.com/boxscores/202211070DET.html,"16,223",2:13,Little Caesars Arena
"Mon, Nov 7, 2022",7:45p,New Orleans Pelicans,122,Indiana Pacers,129,https://www.basketball-reference.com/boxscores/202211070IND.html,"14,052",2:12,Gainbridge Fieldhouse
"Mon, Nov 7, 2022",8:00p,Phoenix Suns,88,Philadelphia 76ers,100,https://www.basketball-reference.com/boxscores/202211070PHI.html,"20,347",2:18,Wells Fargo Center
"Mon, Nov 7, 2022",8:15p,Milwaukee Bucks,98,Atlanta Hawks,117,https://www.basketball-reference.com/boxscores/202211070ATL.html,"17,494",2:11,State Farm Arena
"Mon, Nov 7, 2022",8:30p,Portland Trail Blazers,110,Miami Heat,107,https://www.basketball-reference.com/boxscores/202211070MIA.html,"19,600",2:11,Kaseya Center
"Mon, Nov 7, 2022",8:45p,Toronto Raptors,97,Chicago Bulls,111,https://www.basketball-reference.com/boxscores/202211070CHI.html,"21,142",2:11,United Center
"Mon, Nov 7, 2022",9:00p,Boston Celtics,109,Memphis Grizzlies,106,https://www.basketball-reference.com/boxscores/202211070MEM.html,"17,371",2:08,FedEx Forum
"Mon, Nov 7, 2022",9:15p,New York Knicks,120,Minnesota Timberwolves,107,https://www.basketball-reference.com/boxscores/202211070MIN.html,"14,524",2:17,Target Center
"Mon, Nov 7, 2022",9:30p,Denver Nuggets,115,San Antonio Spurs,109,https://www.basketball-reference.com/boxscores/202211070SAS.html,"11,574",2:10,AT&T Center
"Mon, Nov 7, 2022",9:45p,Brooklyn Nets,94,Dallas Mavericks,96,https://www.basketball-reference.com/boxscores/202211070DAL.html,"20,011",2:19,American Airlines Center
"Mon, Nov 7, 2022",10:00p,Sacramento Kings,113,Golden State Warriors,116,https://www.basketball-reference.com/boxscores/202211070GSW.html,"18,064",2:22,Chase Center
"Mon, Nov 7, 2022",10:15p,Los Angeles Lakers,116,Utah Jazz,139,https://www.basketball-reference.com/boxscores/202211070UTA.html,"18,206",2:12,Vivint Arena
"Mon, Nov 7, 2022",10:30p,Cleveland Cavaliers,117,Los Angeles Clippers,119,https://www.basketball-reference.com/boxscores/202211070LAC.html,"16,516",2:19,Crypto.com Arena
"Wed, Nov 9, 2022",5:30p,Dallas Mavericks,87,Orlando Magic,94,https://www.basketball-reference.com/boxscores/202211090ORL.html,"18,165",2:09,Amway Center
